graph,method,theta_mae,response_error,seconds
10,nominal,0.07321944832801819,0.09381859749555588,0.0
10,GNN direct,0.07086513191461563,0.07525257766246796,0.0
10,physics mismatch,0.04910414665937424,0.05143601447343826,2.5011990070343018
10,GNN regularized physics,0.05294779688119888,0.051640450954437256,2.498810052871704
11,nominal,0.07893437892198563,0.09630224108695984,0.0
11,GNN direct,0.07564302533864975,0.07832193374633789,0.0
11,physics mismatch,0.05383703485131264,0.05298946052789688,2.4729738235473633
11,GNN regularized physics,0.056601569056510925,0.053192704916000366,2.31919264793396
