graph,mode,median_excitation_condition,nominal_y_error
10,multi_pwm,2.4052381578335127,1.869513541858475e-15
10,degenerate_pwm,1.8168310162202988e+16,0.9367291936010183
10,single_pwm,3.4165981780077216e+16,0.9367291936010183
11,multi_pwm,2.4052381578335127,1.859157372513711e-15
11,degenerate_pwm,1.8168310162202988e+16,0.9364256255813579
11,single_pwm,3.4165981780077216e+16,0.9364256255813579
