graph,seed,case,mode,y_measurement_error,response_reconstruction_error,parameter_rmse,active_parameter_mae,median_excitation_condition
10,0,41,single_pwm,0.9367912753075889,0.0001070624198333439,0.04050793174190836,0.08962011908464032,1.613745307913414e+16
10,0,42,multi_pwm,0.00048715774567230277,0.000480410993815505,0.035293332960171654,0.08089216307599353,2.406990524502677
10,0,42,degenerate_pwm,1.1664611277351498,0.0002206194689490553,0.035288709996231064,0.08097727155188662,24603735.24575392
10,0,42,single_pwm,0.9367204246912849,0.00030852154337496993,0.035288720800149706,0.0809900458720592,1.835609425070061e+16
10,0,43,multi_pwm,0.0006474697113177884,0.0005262361088284422,0.036963517714614307,0.08711557654479768,2.403968522689265
10,0,43,degenerate_pwm,0.9453938364949804,0.0005927967397867882,0.03695179535787256,0.08749058103988845,4436494.085424699
10,0,43,single_pwm,0.9371686696644995,0.00022287155007149131,0.03695154735347966,0.08751619763738111,2.5950240486882084e+16
10,0,44,multi_pwm,0.0006121587139426892,0.000945788841468834,0.030597843463105484,0.06755926765926384,2.4046409611295223
10,0,44,degenerate_pwm,1.0033237700635458,0.0007473223298777563,0.030404178520593926,0.06630853394374894,10317241.823937804
10,0,44,single_pwm,0.9372433993131899,0.0013709751797940184,0.03040627977949371,0.06618436439267925,4.615136349971289e+16
10,0,45,multi_pwm,0.0006092127698439835,0.0006547533570320195,0.03595422100024272,0.08691480837973099,2.4083836456577843
10,0,45,degenerate_pwm,1.198031842224007,0.00036160071355862653,0.035953222579807854,0.08649669541526883,28923393.7022729
10,0,45,single_pwm,0.9364510503278181,0.00034112266566959493,0.03595120669830306,0.08661187264752492,1.881799084549308e+16
10,0,46,multi_pwm,0.000616331886210167,0.0007105131173916604,0.03375679325899877,0.06913239479713383,2.404674258904019
10,0,46,degenerate_pwm,1.2508207139714973,0.00022853735152142334,0.03372865690022613,0.0694284193346471,22210113.48696392
10,0,46,single_pwm,0.9364488301594244,0.0005285558643383764,0.03372876203845056,0.06934312212799593,1.2100940435545158e+17
10,0,47,multi_pwm,0.0006015572050315668,0.0005417124089674756,0.03254600848219163,0.07839610863911597,2.405063097440899
10,0,47,degenerate_pwm,1.2093996133407123,0.0005358959160370817,0.03251597792432171,0.07792551651794737,16979199.264289662
10,0,47,single_pwm,0.936547369804208,0.0008771448792120701,0.03251692862050637,0.07785039188481171,4.743187539736688e+16
10,0,48,multi_pwm,0.0006226057086587886,0.0005109154918660099,0.024952640825424467,0.053311730936076655,2.406843037125137
10,0,48,degenerate_pwm,1.8358514346487331,0.00024469261989855243,0.024928120132089976,0.053736052797107525,7605340.998491648
10,0,48,single_pwm,0.9367762613413946,0.000176939246071499,0.024929063479168474,0.053578692789578206,1.918936025612146e+16
10,0,49,multi_pwm,0.000586571998169689,0.0001817490269208406,0.019608313294278812,0.04026079373553237,2.4063643758913105
10,0,49,degenerate_pwm,0.9064016716366119,0.00025569922743335087,0.019603994956551487,0.04024152565486627,6881278.296072917
10,0,49,single_pwm,0.9366180817906322,0.00040914583464047715,0.019604220693009194,0.040259192350577844,2.243770331033268e+16
10,0,50,multi_pwm,0.0005534327832369192,0.0005440776861994277,0.03177973939292989,0.06255856724390677,2.4047672124938755
10,0,50,degenerate_pwm,0.9916842975534823,0.00015983200567467142,0.03177760583539442,0.06287071686818192,9592205.046180978
10,0,50,single_pwm,0.936588932851621,0.0004880207046365953,0.03178126337187333,0.0625478706947177,3.829993636852677e+16
10,0,51,multi_pwm,0.000582247098177289,0.0006452209632238617,0.033584371277083,0.07018546298786964,2.406144896964642
10,0,51,degenerate_pwm,0.9912479421483816,0.00035398069048796893,0.033553889479334395,0.07035532581663913,17445520.402081706
10,0,51,single_pwm,0.9370952204648175,6.124318755997151e-05,0.03355391320432013,0.07040054664698256,9.619831628291237e+16
