epoch,train_loss,val_loss
1,23.989320933818817,1.970295204056634
2,1.4882364392280578,1.5442768467797174
3,1.2548709770043691,1.1242492927445307
4,1.0746238986651102,0.9508631196286943
5,0.9667186975479126,0.8932404451900058
6,0.9035040974617005,1.4353591203689575
7,1.0216021557648978,0.8682656354374356
8,0.8416870653629303,0.8090243637561798
9,0.6810645391543706,0.5336496366394891
10,0.5488855282465617,0.5174012117915683
11,0.5823129494984944,0.5599384937021468
12,0.6715252230564753,0.617277204990387
13,0.6393714318672816,0.384069444404708
14,0.34142082929611206,0.31450752582814956
15,0.4810363382101059,0.5090006159411536
16,1.1797551810741425,1.0848026540544298
17,0.43808733572562536,0.2624149140384462
18,0.45101605157057445,0.4290771649943458
19,0.3977727601925532,0.6031129856904348
20,0.5760935872793198,0.4173317584726546
21,1.2510826369126637,1.968842970000373
22,0.7000748887658119,0.30532784428861404
23,0.31467725535233815,0.28979385561413235
24,0.20963674634695054,0.18777501748667824
25,0.17685897847016652,0.17023146235280567
26,0.1762697438398997,0.18533647060394287
27,0.19010652949412662,0.1807786085539394
28,0.19340448925892512,0.2245922792288992
29,0.25150104115406674,0.35152798394362134
30,0.2501909074683984,0.3408510800864961
31,0.3174721524119377,0.21048062046368918
32,0.17302812834580739,0.18070441567235523
33,0.17631504436333975,0.21922184775273004
34,0.22538926526904107,0.27120523651440936
35,0.22887107655405997,0.26699010613891816
36,0.24749946693579356,0.3449144388238589
37,0.2748039836684863,0.43657035794523025
38,0.3155506491661072,0.5465099563201269
39,0.3405504216750463,0.5992988977167342
40,0.34596050158143044,0.4984908352295558
41,0.2983564749360085,0.35995687378777397
42,0.24076141268014908,0.2927219155761931
43,0.20981779222687086,0.2880275564061271
44,0.19396681884924571,0.22053316732247671
45,0.15808103755116462,0.2149722162220213
46,0.16195624719063442,0.20952054361502329
47,0.16514460742473602,0.17890747057067025
48,0.14053250700235367,0.16966969271500906
49,0.14339446872472764,0.2422566446993086
50,0.16344597265124322,0.17589915378226173
51,0.1379791721701622,0.13397360841433206
52,0.12890355462829273,0.15021105027861065
53,0.14682598089178403,0.14847926050424576
54,0.22876430799563727,0.25229774084356094
55,0.16118653615315756,0.18097845133807924
