epoch,train_loss,val_loss
1,26.186918250719707,3.2648543781704373
2,2.182094184557597,1.1759316987461514
3,1.09388663371404,0.9422242012288835
4,0.920621391137441,0.8132155471377902
5,0.8343969444433849,0.8941778739293417
6,0.8995537499586741,0.6856930719481574
7,0.7788686414559682,0.622305240896013
8,0.8292068262894948,0.5780562791559432
9,0.5744243353605271,0.4272201491726769
10,0.49551207820574444,0.3934384816222721
11,0.4428227782249451,0.3526691562599606
12,0.4150727351506551,0.3128405064344406
13,0.4236424624919891,0.32580399844381547
14,0.3365017424027125,0.28519610563913983
15,0.4046805888414383,0.2855061905251609
16,0.47860567569732665,0.2562595208485921
17,0.4437858313322067,0.36162829399108887
18,0.4993468686938286,0.2842991484536065
19,0.5891255095601082,0.5258656971984439
20,0.5694106429815292,0.3940690259138743
21,0.3501180643836657,0.36399366954962414
22,0.35305968622366585,0.27227528558837044
23,0.37520200113455454,0.4353419906563229
24,0.41544053306182227,0.22344186570909289
25,0.31315176039934156,0.21790516293711132
26,0.31585321376721065,0.2486422492398156
27,0.26971005300680795,0.25481007993221283
28,0.264563446243604,0.2877893274029096
29,0.26501841346422833,0.26614032685756683
30,0.21122296502192814,0.2092527018653022
31,0.2149618943532308,0.22901256548033821
32,0.22475389589866002,0.22052454617288378
33,0.20021465917428335,0.21548186739285788
34,0.24147818212707836,0.5733800166183047
35,0.35207427591085433,0.36620328492588466
36,0.32616212368011477,0.27855809529622394
37,0.24971782689293226,0.3221784085035324
38,0.2996828777094682,0.3665814350048701
39,0.33883289595445,0.6073717176914215
40,0.44493906100591024,0.5300091140800052
41,0.43234339108069736,0.5826365152994791
42,0.4224203899502754,0.606437431441413
43,0.44593978226184844,0.6860490573777093
44,0.44525162478288016,0.7702012757460276
45,0.4733436286449432,0.6048376543654336
46,0.39644000803430873,0.43027205102973515
47,0.28468750740091003,0.30502845346927643
48,0.32067234416802726,0.31259095503224266
49,0.22466402351856232,0.24826478875345653
50,0.18783038233717284,0.28774286144309574
51,0.18110838830471038,0.1931034881207678
52,0.15199713086088498,0.2422456070780754
53,0.19019226531187694,0.20600054495864445
54,0.14733681629101436,0.1782847742239634
55,0.16199375142653782,0.2111183719502555
