graph,seed,case,noise,method,response_error,full_parameter_rmse,active_parameter_mae,identifiable_coordinate_error,estimate_norm
10,2,25,0.01,group5,0.06597614800732232,0.026608418847252496,0.05918135153737979,1.6534229585982456,0.06161431574303667
10,2,25,0.01,fisher3,0.061637438240245354,0.026141050259389894,0.05788094985936765,1.4342366790817063,0.060384396563079416
10,2,25,0.01,fisher8,0.06163743652002447,0.026141053146551785,0.0578812299617595,1.4342366790817067,0.0603844078112911
10,2,25,0.01,oracle8,0.06335623642512316,0.023656773355331753,0.05789354793539031,0.6685795988406165,0.10044482539156532
10,2,26,0.001,full56,0.03887655357234554,0.021197032024068484,0.042295230728499195,0.09045925373897391,0.03240304718697163
10,2,26,0.001,group5,0.04098115097211355,0.02121308298693341,0.0422027202218785,0.14585767206020916,0.034487430907037306
10,2,26,0.001,fisher3,0.039408537230501264,0.021201781296623142,0.04215370451770743,0.13511113435321245,0.034563424216915974
10,2,26,0.001,fisher8,0.039408553784213,0.021201728851139755,0.04215352276441911,0.1351111343532124,0.03456342542429279
10,2,26,0.001,oracle8,0.05484105676336841,0.019114101227983245,0.03250707547848521,0.11463058649793215,0.07761140742034857
10,2,26,0.003,full56,0.03514837116532213,0.021605258011836524,0.04354445217802973,0.9397360513816565,0.027033781082978714
10,2,26,0.003,group5,0.038965973237360625,0.0216944590333713,0.04375124029440246,1.038283944188154,0.028239722759593265
10,2,26,0.003,fisher3,0.03591542216760029,0.0216445170677976,0.04361028637205948,0.9839496166361313,0.0276274154065749
10,2,26,0.003,fisher8,0.035915450168524814,0.021644648244926113,0.043610746195311675,0.9839496166361313,0.02762742102598436
10,2,26,0.003,oracle8,0.03938417491231675,0.019186272930610853,0.03356107124925039,0.1943574160506351,0.06947697064990849
10,2,26,0.01,full56,0.09562111799503809,0.023408624825419548,0.045767399663299325,2.2244239609607197,0.05892773360964998
10,2,26,0.01,group5,0.07745464256762036,0.02361933306610493,0.04631260200750417,2.3284179945053247,0.06289845422083787
10,2,26,0.01,fisher3,0.10064916704902167,0.023854262611127393,0.0461120497200858,2.4500473254138315,0.06578531491039297
10,2,26,0.01,fisher8,0.10064915912480576,0.023854196983850662,0.046111836230289,2.4500473254138315,0.06578531797075532
10,2,26,0.01,oracle8,0.044660459078917074,0.019756359972839557,0.036587513117124895,0.45176378531590455,0.0984571077089581
10,2,27,0.001,full56,0.06972500014713033,0.03764150209430332,0.08702495537788985,0.5803564753173133,0.005041005117334852
10,2,27,0.001,group5,0.19797805081189807,0.03764323534368255,0.08711536051363783,0.7802551419069702,0.004035758125147111
10,2,27,0.001,fisher3,0.06904078025229245,0.03764122584628988,0.08702350998103481,0.5634148803821384,0.0050798041585707705
10,2,27,0.001,fisher8,0.069040784598528,0.03764120049765079,0.08702342408377096,0.5634148803821385,0.005079805342446155
10,2,27,0.001,oracle8,0.0726918547737296,0.03756626181828586,0.08539397083109089,0.46034485063468844,0.014389459042085856
10,2,27,0.003,full56,0.048914636599595045,0.037648926788343764,0.08688805272919908,0.9241009602696375,0.013789165852563427
10,2,27,0.003,group5,0.2023743468788787,0.03768388100523921,0.08706701564907221,1.5319098106411448,0.016288034384304335
10,2,27,0.003,fisher3,0.059708022956818575,0.03765577499583176,0.08687482820951714,1.1527660881664494,0.015409373972911665
10,2,27,0.003,fisher8,0.059708023598908255,0.037655599914566684,0.08687492459172595,1.152766088166449,0.015409387681930878
10,2,27,0.003,oracle8,0.018756960242981523,0.037547805440283084,0.08505773620980217,0.1335802789418939,0.022115084097011836
10,2,27,0.01,full56,0.4683948889972834,0.03907810673510543,0.08752944848160919,10.104418391131977,0.07378139809494087
10,2,27,0.01,group5,0.5661134341718791,0.039359087496813855,0.0873815567544927,11.29472410525776,0.08332118523865627
10,2,27,0.01,fisher3,0.5320503659733917,0.03948999460945979,0.08760405919907617,11.487891557675479,0.08453353344317059
10,2,27,0.01,fisher8,0.5320495811719462,0.03948926611020121,0.08760472705603559,11.487891557675479,0.08453357937952878
10,2,27,0.01,oracle8,0.16139760546622015,0.03764609284488455,0.08627107708393647,1.0184789673596442,0.009397763583243224
10,2,28,0.001,full56,0.04336825223681371,0.02961504849070624,0.06403532514284441,0.3171937532815829,0.04699574022402854
10,2,28,0.001,group5,0.08946065134415752,0.02988545691275101,0.06573746074624044,0.7690639588200632,0.04348630083011058
10,2,28,0.001,fisher3,0.04337636725187795,0.029627695737046433,0.06401063731589002,0.35108467919130004,0.04739283515369425
10,2,28,0.001,fisher8,0.04337635520913164,0.029627714359728906,0.06401079900523052,0.3510846791913005,0.04739283560208386
10,2,28,0.001,oracle8,0.051071055174184574,0.026740139971691387,0.04850909511352689,0.10583994116941432,0.10661542610051107
10,2,28,0.003,full56,0.04734407209970792,0.029562392271503472,0.0642525434146304,0.08017216901758134,0.04520731716560058
10,2,28,0.003,group5,0.09187918921455017,0.029727960184007904,0.0658048435154164,0.60105075619188,0.039183564121374075
10,2,28,0.003,fisher3,0.047460167872452254,0.029562322442320658,0.06424627176137615,0.0794496167824231,0.045262924848170155
10,2,28,0.003,fisher8,0.04746014412034612,0.02956237497013386,0.06424623104994034,0.07944961678242297,0.045262925543616946
10,2,28,0.003,oracle8,0.05755624271189264,0.026729828819318097,0.04783762381574755,0.05635345067268492,0.10949146538660787
10,2,28,0.01,full56,0.11261931471198665,0.03059554957422529,0.062405910151487894,1.3729680128095971,0.07736601403274365
10,2,28,0.01,group5,0.12648544607015436,0.03160505968967504,0.06518898449463166,1.879753820833131,0.08541491029002692
10,2,28,0.01,fisher3,0.11268560485350447,0.030875441013114218,0.06230434908021894,1.5507765798679998,0.08310112176837504
10,2,28,0.01,fisher8,0.11268618720603239,0.030874720868908745,0.062301897156236505,1.550776579868,0.08310114988877355
10,2,28,0.01,oracle8,0.10502973275309017,0.027729888591860128,0.05812495932262154,0.6222695074513905,0.10880258021827716
10,2,29,0.001,full56,0.024674788547748402,0.03351377398757497,0.06889542726235336,0.1371099499678287,0.03792177745473937
10,2,29,0.001,group5,0.1915781791315301,0.0337949756847109,0.0699655690652222,0.8372844197496333,0.03915140689619589
10,2,29,0.001,fisher3,0.024712515747019645,0.03352564307551256,0.0688820257981717,0.2304097815722218,0.040182022771589526
10,2,29,0.001,fisher8,0.02471248773229609,0.03352564218633358,0.06888183484277972,0.23040978157222192,0.04018202290885132
10,2,29,0.001,oracle8,0.0099264733980452,0.032218028238538844,0.06171060599856315,0.028001558265774336,0.07677442897710055
10,2,29,0.003,full56,0.0178058107412465,0.03352370321716035,0.06877483714787258,0.21804211017302622,0.0412796670709789
10,2,29,0.003,group5,0.19149837955110596,0.03383677864380443,0.06992167597195298,0.9014070321514028,0.04308940717466479
10,2,29,0.003,fisher3,0.020951389670733015,0.03354366859795302,0.06875994394577252,0.3243263772293402,0.043900582659729834
10,2,29,0.003,fisher8,0.02095131987322119,0.033543465298001,0.06875980566732637,0.3243263772293402,0.043900583226334194
10,2,29,0.003,oracle8,0.053502588997475835,0.032228044485681166,0.062367767478588604,0.08148874412375723,0.08283761061402382
10,2,29,0.01,full56,0.19191224812415328,0.03690413446295175,0.0698642073891406,3.210467111887438,0.09781145736815165
10,2,29,0.01,group5,0.2526952182293509,0.03767402240638907,0.07039592057973815,3.5526412297504355,0.10874261265689782
10,2,29,0.01,fisher3,0.20475277539065315,0.03772116743154058,0.06990125491451527,3.596478575540025,0.11163401801781868
10,2,29,0.01,fisher8,0.2047528331032587,0.037721348222501,0.06990048834262036,3.596478575540025,0.11163402021238962
10,2,29,0.01,oracle8,0.1606187140927395,0.0338361586101668,0.0655954861725582,0.9748158269881874,0.04588659326380193
10,2,30,0.001,full56,0.10399688664063535,0.02593047210293876,0.050803806559351905,0.3041878848004633,0.02768106476667244
10,2,30,0.001,group5,0.5779021079414323,0.026088349767737506,0.051619667742889064,0.6171173605600673,0.027870600046020932
10,2,30,0.001,fisher3,0.0995525733313343,0.025912632509129164,0.050793950720542054,0.23544003243874725,0.029508533922822152
10,2,30,0.001,fisher8,0.09955261189821765,0.025912617676039692,0.05079407605124829,0.23544003243874725,0.029508534012418958
10,2,30,0.001,oracle8,0.15433015685300938,0.02398679392323895,0.04701850250354618,0.11813855535683125,0.07269322139959118
10,2,30,0.003,full56,0.05181894843956564,0.025887647092549277,0.0506622133273587,0.05925245217612009,0.035862027221024224
10,2,30,0.003,group5,0.57279757893977,0.026124134282288377,0.05157530535879237,0.6629051505674649,0.03898165887286598
10,2,30,0.003,fisher3,0.05484787117786632,0.025887032553514898,0.05064885675849744,0.04737846030436088,0.03894645748023173
10,2,30,0.003,fisher8,0.05484750936081528,0.025887081117286364,0.050647340119464986,0.0473784603043611,0.03894646293068514
10,2,30,0.003,oracle8,0.11751899379877682,0.023951512710317292,0.046637797769834746,0.014124022219883675,0.08359807760066186
10,2,30,0.01,full56,0.32001094480371345,0.0260187273313506,0.05043247583669917,0.5257674939519789,0.05505788206386558
10,2,30,0.01,group5,0.6543674647521026,0.02652883736208836,0.05141370020732534,1.1135931804391712,0.06464497020302142
10,2,30,0.01,fisher3,0.327649073753713,0.026130589305276737,0.05041090022029498,0.7144195067408013,0.06143958982775748
10,2,30,0.01,fisher8,0.3276492495718445,0.02613052689300912,0.050409727629279304,0.714419506740802,0.06143959091636646
10,2,30,0.01,oracle8,0.22123708624100494,0.023988879047821095,0.04786145836765822,0.1235223518925033,0.09200297315872548
10,2,31,0.001,full56,0.035734352466063095,0.04111617627411588,0.08607833917756656,0.3471113029438141,0.02183727803425549
10,2,31,0.001,group5,0.2571416481060112,0.041169684835226726,0.08688774993886188,0.6789581611612794,0.01788097057255531
10,2,31,0.001,fisher3,0.03507186313906534,0.041111993089273526,0.08607321960351491,0.2996402270058106,0.022402057051628614
10,2,31,0.001,fisher8,0.035071895844158756,0.0411120318280777,0.08607310220395337,0.29964022700581083,0.022402060032022542
10,2,31,0.001,oracle8,0.02039147408795564,0.04078586366601356,0.08564040681330853,0.0673652647508047,0.048057626917313884
10,2,31,0.003,full56,0.03755695858723289,0.04112418136580903,0.0862357976628893,0.42350709160031513,0.018418663234397108
10,2,31,0.003,group5,0.25827562869705883,0.04117320827133597,0.08706816000258716,0.7004119700893418,0.01487600601558697
10,2,31,0.003,fisher3,0.035685014840627055,0.041120036275705645,0.08618521720098071,0.3858415503209349,0.018822446885544464
10,2,31,0.003,fisher8,0.03568511005095095,0.04111999840719325,0.08618502020137817,0.3858415503209352,0.01882245562813006
10,2,31,0.003,oracle8,0.04146689077921127,0.04080093835499046,0.0857179639951886,0.1467015152608442,0.03855497896299373
10,2,31,0.01,full56,0.4252323445426762,0.04323321793865201,0.0887677047550018,4.009174444153913,0.09023186492975913
10,2,31,0.01,group5,0.36284244190300136,0.04317933836802513,0.09178499498179116,3.919196482210768,0.08046679618538632
10,2,31,0.01,fisher3,0.4447569912227799,0.0437403601342482,0.0893332313227491,4.47374898612565,0.1010731666335162
10,2,31,0.01,fisher8,0.44475795884282804,0.04374086369402575,0.08933467956249802,4.47374898612565,0.10107321283626948
10,2,31,0.01,oracle8,0.2708461966658541,0.04163140916956086,0.08954928998368594,1.1595870492501394,0.10598468438512101
10,2,32,0.001,full56,0.026461667250439826,0.029250877982230528,0.064441221983349,0.06411897561750725,0.06218787577303281
10,2,32,0.001,group5,0.15822013155915887,0.03009195781846979,0.06749762303623444,0.7407178672604967,0.05671641511408122
10,2,32,0.001,fisher3,0.02586066737141031,0.029246232292511394,0.06421853058316378,0.017949106160489166,0.06386633051512988
10,2,32,0.001,fisher8,0.025860660775657712,0.029246265999164498,0.06421866271485062,0.017949106160489215,0.06386633054755919
10,2,32,0.001,oracle8,0.006164861460477509,0.027534466425321997,0.05977469842529535,0.02440325468998639,0.09782740829896601
10,2,32,0.003,full56,0.04593358464538284,0.029551523340039305,0.06265624746036136,0.5007765903346003,0.08154489957359684
10,2,32,0.003,group5,0.1623950210318333,0.03098369422877114,0.06545147139659901,1.100652473351135,0.091263369179695
10,2,32,0.003,fisher3,0.046560106967448715,0.029742173829142435,0.062139476570405736,0.6391486134549632,0.08835827983960166
10,2,32,0.003,fisher8,0.04656010301922901,0.029742236288240055,0.06213976181702243,0.6391486134549632,0.08835828008641046
10,2,32,0.003,oracle8,0.03070767912138659,0.02757601564485189,0.0597967250578847,0.07658006745356391,0.09549179313063658
10,2,32,0.01,full56,0.14297914343692197,0.041994036859833044,0.059593619723717656,3.559724998259123,0.25811590134018525
10,2,32,0.01,group5,0.21637733849252352,0.04762771980269697,0.059830595724781846,4.327108659979248,0.3046060503724483
10,2,32,0.01,fisher3,0.16235443676846417,0.04568001087094508,0.0595588735296724,4.144973182705194,0.2947476349279366
10,2,32,0.01,fisher8,0.16235430941860973,0.04568070081485544,0.05955929479630495,4.144973182705194,0.29474764183684077
10,2,32,0.01,oracle8,0.0639949099901461,0.027767853909567184,0.05983752537128094,0.185307338066858,0.09173477941433658
10,2,33,0.001,full56,0.02889498300021863,0.03926991025717554,0.09383579423411822,0.06969816660601204,0.059210707730649875
10,2,33,0.001,group5,0.18165975028321552,0.03971670979229294,0.0961175982263385,0.7424241957728753,0.054398498939304034
10,2,33,0.001,fisher3,0.027845099980085632,0.03926616129720493,0.09363757118570662,0.021583032629613762,0.06116437925086731
10,2,33,0.001,fisher8,0.02784511100874468,0.03926619506210882,0.0936376554178138,0.021583032629613776,0.061164379361847605
10,2,33,0.001,oracle8,0.00354010501400076,0.03763331871599293,0.08647565637450855,0.036801625807219795,0.10584120269272317
10,2,33,0.003,full56,0.017748921941827027,0.03929050219609978,0.09400426326239339,0.17033799890358894,0.05803701995148952
10,2,33,0.003,group5,0.18025358736688663,0.03969033533277048,0.09642841777654693,0.7168238856315068,0.04929873181975677
10,2,33,0.003,fisher3,0.01654581878559,0.039278856823679785,0.09384865818412715,0.12391154163333168,0.059281754101538166
10,2,33,0.003,fisher8,0.016545809915155432,0.03927885665977161,0.09384860014291536,0.12391154163333178,0.05928175441647802
10,2,33,0.003,oracle8,0.014869936628442017,0.03764145722536504,0.0865412155930439,0.056017287807307206,0.1084962020350665
10,2,33,0.01,full56,0.09076362418104753,0.0394065831037695,0.092028888837008,0.406706728232128,0.07984399003648832
10,2,33,0.01,group5,0.19851065871577186,0.04016152426136782,0.09449395686915835,1.0526549244397123,0.08423564270152895
10,2,33,0.01,fisher3,0.09068644201673492,0.039503063098585825,0.09163817162024707,0.5282776859004822,0.08543057927481919
10,2,33,0.01,fisher8,0.09068632760207385,0.03950304764564176,0.0916379634256895,0.5282776859004822,0.08543058005759202
10,2,33,0.01,oracle8,0.06823450314442153,0.03822403179668484,0.0873417994681392,0.3172840280710507,0.13553841974149303
10,2,34,0.001,full56,0.029608703210957966,0.03481580397705302,0.08419049532700956,0.3549249639290667,0.03222360973659258
10,2,34,0.001,group5,0.10460279463409526,0.03497578113455695,0.08483987863398876,0.8666681738612875,0.028421894184824246
10,2,34,0.001,fisher3,0.030093408756618773,0.0348214117674707,0.08418656003558152,0.385499175615159,0.032480444709037055
10,2,34,0.001,fisher8,0.03009342064340162,0.034821406487484496,0.08418654732402554,0.38549917561515923,0.032480445449094515
10,2,34,0.001,oracle8,0.013561988784165719,0.033255415210061104,0.07406698797753751,0.08438112188128649,0.08234568089072515
10,2,34,0.003,full56,0.051445852430038304,0.034876757404033794,0.08397566260567917,0.6101229934539858,0.03827104205138518
10,2,34,0.003,group5,0.10845182060065722,0.03510880935546479,0.08486324874742408,1.1112436768025558,0.034629245051056044
10,2,34,0.003,fisher3,0.05256788557031772,0.03489637354355561,0.08396954237042001,0.6720108755142676,0.03908877152020018
10,2,34,0.003,fisher8,0.05256791550092444,0.03489637070632747,0.08396945034092743,0.6720108755142677,0.03908877222335926
10,2,34,0.003,oracle8,0.02418418180700044,0.03335175809905144,0.07696514690364276,0.23877584592752313,0.09877037716874791
10,2,34,0.01,full56,0.11582060868191422,0.0358560864599779,0.08427651589503955,2.094807990969018,0.06686362021688466
10,2,34,0.01,group5,0.15244795217024248,0.036478137051660406,0.08495666551004996,2.568610905551492,0.07792827712410841
10,2,34,0.01,fisher3,0.12046958484924564,0.03615809784884567,0.084262770697691,2.376795331436344,0.07491874110826
10,2,34,0.01,fisher8,0.12047068681934459,0.03615815817661634,0.08426246652513303,2.376795331436344,0.07491886084574005
10,2,34,0.01,oracle8,0.10714645072927503,0.03384040775833679,0.07658082685613588,0.6094434375361915,0.07139110672458053
10,2,35,0.001,full56,0.03834049068063938,0.0329202919731818,0.07304707567716158,0.35788025773550464,0.03870427348638183
10,2,35,0.001,group5,0.5526703204631397,0.03324468447460598,0.07588957776350852,0.9533217977329542,0.010107329833984026
10,2,35,0.001,fisher3,0.04059253286651771,0.0329256680255566,0.07303204571883248,0.3757583366677809,0.03894057924484372
10,2,35,0.001,fisher8,0.04059249561259648,0.03292570572669042,0.07303222696368863,0.3757583366677809,0.038940579752769315
10,2,35,0.001,oracle8,0.1118336322316222,0.031055351026608037,0.06431204945174035,0.37942645723371576,0.09053110630643509
10,2,35,0.003,full56,0.038748028212354076,0.03287499784470634,0.0730686928901382,0.1332684238807679,0.03903791717486897
10,2,35,0.003,group5,0.5522157411149929,0.03324811888552429,0.07588958543180768,0.9722984293075669,0.018886290202847822
10,2,35,0.003,fisher3,0.0395424084817959,0.032873527016378856,0.07306099638834693,0.119014727763443,0.03925461719920996
10,2,35,0.003,fisher8,0.03954227248826628,0.032873463741179214,0.07306093036280453,0.1190147277634426,0.039254617453848166
10,2,35,0.003,oracle8,0.11686903167367291,0.0306996281720349,0.061500751175703264,0.14368320612441382,0.09489671177129778
10,2,35,0.01,full56,0.39690189141789617,0.03530960890565725,0.07302150352585761,2.4827470534914395,0.11547084446868043
10,2,35,0.01,group5,0.6797213974219387,0.037203610021998006,0.0758898058340283,3.381420883775833,0.1369967114214445
10,2,35,0.01,fisher3,0.4225001043371239,0.03611039608335144,0.07309614169538736,2.877802992832903,0.12974544709286095
10,2,35,0.01,fisher8,0.4225025137165779,0.03611085879725231,0.07309871029022624,2.877802992832904,0.1297454708090649
10,2,35,0.01,oracle8,0.35157681319791323,0.046749395055197464,0.11056886821948353,2.598790213795522,0.32216260474910724
10,2,36,0.001,full56,0.01620169106197739,0.030507249874741918,0.06151325019983603,0.07145049558566502,0.04495677430631213
10,2,36,0.001,group5,0.16851667816246002,0.030585074917800468,0.061940886481824775,0.40782399679154685,0.0426335743399462
10,2,36,0.001,fisher3,0.02275038629459874,0.030527531415274155,0.061207236680968904,0.2075718952055148,0.050318146009618266
10,2,36,0.001,fisher8,0.022750345138159794,0.030527582568624,0.061207500962145486,0.20757189520551506,0.050318146215695664
10,2,36,0.001,oracle8,0.014910328792303919,0.02731426700582307,0.05124779374851207,0.02895059171469772,0.10730569056200501
10,2,36,0.003,full56,0.11039698025961253,0.03061608943136656,0.060578872477543434,0.45743028713631195,0.06177475044675489
10,2,36,0.003,group5,0.18358874168753017,0.03066445357547801,0.06116914515866753,0.5805255801922173,0.056995474291648744
10,2,36,0.003,fisher3,0.11534772003022256,0.030720533581726696,0.06021626866654458,0.6369377771610224,0.06915045333293482
10,2,36,0.003,fisher8,0.11534741122403136,0.030720208477518437,0.06021425204962458,0.6369377771610225,0.0691504645852367
10,2,36,0.003,oracle8,0.11331679456997179,0.02788977921471967,0.057225332776972164,0.3380344894879124,0.1513164254936434
10,2,36,0.01,full56,0.19655669954092722,0.031000817058392513,0.06571602517990247,0.967635665860628,0.01102563016272638
10,2,36,0.01,group5,0.21462255547931924,0.031087745734840126,0.06599493860488356,1.00939301477126,0.01106988620801423
10,2,36,0.01,fisher3,0.1965513042401429,0.031005458801269245,0.06573487625831612,0.9721991853238656,0.011057848987400158
10,2,36,0.01,fisher8,0.19655126898494268,0.031005584447112752,0.06573554141091442,0.972199185323866,0.011057862851193296
10,2,36,0.01,oracle8,0.20155529777692813,0.02938972880944504,0.05981492608539897,0.6578284045545617,0.03796222578652915
10,2,37,0.001,full56,0.06540134769940589,0.031336772462828975,0.06777270917509774,0.4324137752855841,0.02820564976852376
10,2,37,0.001,group5,0.45611675291051157,0.03148258028818915,0.06868647916371771,0.7402781143592272,0.01381530031278818
10,2,37,0.001,fisher3,0.057326913023818114,0.031313270387563014,0.06755080726148939,0.3703084449209949,0.0299021787033963
10,2,37,0.001,fisher8,0.05732690812859771,0.03131325676315871,0.06755086856499291,0.3703084449209949,0.029902178965274404
10,2,37,0.001,oracle8,0.052366450243782746,0.027657824449567166,0.051731994720685764,0.024927470444726842,0.11930185360197254
10,2,37,0.003,full56,0.18164672049621994,0.03157347845323608,0.06925590367953594,0.8313807030820836,0.017989268727154395
10,2,37,0.003,group5,0.47859464822018166,0.0318276932326917,0.07023096530005163,1.0821745479966847,0.007342842794356766
10,2,37,0.003,fisher3,0.18060324918536963,0.03156992358260019,0.06923842985477181,0.8267668475862419,0.01806649058973808
10,2,37,0.003,fisher8,0.1806032925286616,0.031569686263579054,0.06923849961979318,0.826766847586242,0.0180665108680365
10,2,37,0.003,oracle8,0.13195911881902825,0.0278206724868083,0.05462572364718264,0.1823039009936434,0.09401381332696755
10,2,37,0.01,full56,0.6261669923095668,0.03219875609093608,0.06427679172636569,1.4286918250621992,0.08894600804063217
10,2,37,0.01,group5,0.6369111479084826,0.032371299025335185,0.06288729748991795,1.7296352306599099,0.10276843888939527
10,2,37,0.01,fisher3,0.6416949143178792,0.03263255314800615,0.06376224786264506,1.7301292365443548,0.10195439849391444
10,2,37,0.01,fisher8,0.6416936008503484,0.03263264649075936,0.06376274090599622,1.7301292365443548,0.10195440455911742
10,2,37,0.01,oracle8,0.5411339303203165,0.030559984683436552,0.06517615414493236,0.8160571436613107,0.020256692128285132
10,2,38,0.001,full56,0.07410118126084796,0.03697101885498458,0.08933293606708165,0.6580706793101897,0.036718960859292514
10,2,38,0.001,group5,0.5456664035663877,0.03724906798985687,0.09099379680877548,1.457681470931554,0.03568957003901232
10,2,38,0.001,fisher3,0.08227730101715014,0.037004595303330695,0.08935826992686657,0.7653083554716561,0.03886942485686112
10,2,38,0.001,fisher8,0.08227729001280709,0.03700459663265092,0.08935827823946899,0.7653083554716564,0.03886942486344865
10,2,38,0.001,oracle8,0.0410812243479064,0.03543419733780726,0.08021538238262643,0.10071885309685377,0.08517956489600838
10,2,38,0.003,full56,0.08567636361708106,0.036976266921871795,0.08961041161328909,0.6758955289356734,0.03352099471125216
10,2,38,0.003,group5,0.5434487920270396,0.03722920990581997,0.090994129320148,1.42122621696131,0.034188400946436076
10,2,38,0.003,fisher3,0.0911800445667955,0.037009169960478414,0.08963658881126357,0.778783726587984,0.03581072745704954
10,2,38,0.003,fisher8,0.09118014927737768,0.03700932741365252,0.08963704875519754,0.778783726587984,0.03581073170604958
10,2,38,0.003,oracle8,0.0646079294963154,0.03544781793088031,0.08064347921712944,0.2029806141671081,0.07560552200440851
10,2,38,0.01,full56,0.31581083078865146,0.03781753247717981,0.0887738710873518,2.0794186185895165,0.06492056307390086
10,2,38,0.01,group5,0.6336535659278064,0.03818761816009268,0.09099276250151724,2.3173956899036234,0.060971629414471824
10,2,38,0.01,fisher3,0.3343218907126476,0.03809395975172184,0.08867856977525243,2.3692078257310243,0.0731477474783702
10,2,38,0.01,fisher8,0.334323770330317,0.038093179757080854,0.08867610976828652,2.369207825731024,0.07314776680277026
10,2,38,0.01,oracle8,0.18675765860685536,0.03545832879325409,0.08109996915215467,0.18157624671821085,0.07147117089565026
10,2,39,0.001,full56,0.019998334597322195,0.041330884418981674,0.08719771263108747,0.39796819716331494,0.032406627816189984
10,2,39,0.001,group5,0.10275313458261062,0.041468115987805206,0.08840899874351311,0.8988307814440792,0.02921301425750253
10,2,39,0.001,fisher3,0.021009449485997464,0.041338424592234566,0.0872682870378608,0.44401653756088433,0.032891435181608156
10,2,39,0.001,fisher8,0.021009443373646984,0.041338456551648785,0.08726812255095304,0.4440165375608844,0.032891436124636596
10,2,39,0.001,oracle8,0.008258149720336868,0.040589969980053354,0.08339015141745026,0.09187494218980523,0.06669837282463659
10,2,39,0.003,full56,0.026870225092109228,0.04145689293089381,0.08808309661674613,0.8982777800518658,0.03902358410169438
10,2,39,0.003,group5,0.10480367064144477,0.04166341309789708,0.08920714245893259,1.359645277916086,0.04192817660682138
10,2,39,0.003,fisher3,0.029663059123818204,0.041501586201394845,0.08827248801412275,1.0185838796903335,0.04143394448376417
10,2,39,0.003,fisher8,0.02966302135269896,0.0415017581017779,0.08827199421995852,1.0185838796903341,0.04143395761763961
10,2,39,0.003,oracle8,0.022965511097072153,0.04058739689856695,0.08381984484338266,0.07470447191891529,0.06399800580924654
10,2,39,0.01,full56,0.06109611802999184,0.04158091826122205,0.08587705034142794,1.2030301558864942,0.05237295091827764
10,2,39,0.01,group5,0.10592910791311694,0.0416178316232272,0.08727810278149112,1.1904308898500233,0.040796231023912534
10,2,39,0.01,fisher3,0.06432546967097456,0.041668133074175495,0.08598558952016595,1.377942457411969,0.05638038024276392
10,2,39,0.01,fisher8,0.06432553164007367,0.04166818508416602,0.08598613539912112,1.3779424574119687,0.056380384841138366
10,2,39,0.01,oracle8,0.07435684652985781,0.04097217941285449,0.08556120578826171,0.6502518104881613,0.09017956182703768
10,2,40,0.001,full56,0.015967400589058326,0.020399235610125226,0.04749937909569111,0.1954584617539485,0.028238272745834257
10,2,40,0.001,group5,0.12936072792719752,0.020609781251480417,0.04836427377296883,0.6809347007837263,0.022327312168342446
10,2,40,0.001,fisher3,0.015535698187960923,0.020397457432976607,0.04749413050085503,0.18345519722305592,0.028327103602959588
10,2,40,0.001,fisher8,0.015535669032171219,0.020397499878402742,0.04749431112311307,0.18345519722305573,0.02832710431259259
10,2,40,0.001,oracle8,0.005336447812232847,0.01889981487297316,0.0405665511136524,0.0271268752292394,0.06285573925697566
10,2,40,0.003,full56,0.07855218773350006,0.020419818265531523,0.047421538744903916,0.30164471020466066,0.033111692884200725
10,2,40,0.003,group5,0.1502843772256274,0.020779193352181514,0.04837840763752429,0.9140199435402746,0.03280058052672203
10,2,40,0.003,fisher3,0.07840056999999882,0.020441540809554674,0.0474042140651798,0.38314317092258965,0.03450357219160334
10,2,40,0.003,fisher8,0.07840051010411805,0.02044164317936606,0.04740452254285431,0.3831431709225894,0.03450357366464253
10,2,40,0.003,oracle8,0.059322998181432156,0.018949131273891823,0.041597693700805356,0.1584375107026612,0.06731908178908927
10,2,40,0.01,full56,0.12873460948726462,0.02042117649716149,0.04702995638098733,0.307384908864992,0.035995250056912835
10,2,40,0.01,group5,0.1774096457323574,0.020633126416180973,0.04821811188027111,0.7038345161435867,0.026616859866072883
10,2,40,0.01,fisher3,0.1291057295213013,0.020419897028995996,0.04702261164978332,0.3020231495145865,0.036132310874218046
10,2,40,0.01,fisher8,0.12910564711297787,0.020419961397159785,0.047022731160328665,0.30202314951458603,0.036132312267351224
10,2,40,0.01,oracle8,0.1628522498333373,0.019142886851788457,0.0435945759572838,0.3535925099449347,0.0838138884024837
10,2,41,0.001,full56,0.03323865872019122,0.03803313751726146,0.09046003871762984,0.5569318712995187,0.016680417426585284
10,2,41,0.001,group5,0.03752486369096704,0.03799252746299545,0.09030843655162683,0.5495502672972041,0.01680407060647451
10,2,41,0.001,fisher3,0.03312532697594844,0.03803228917075856,0.09046103187349178,0.5508075790534047,0.016691147229763708
10,2,41,0.001,fisher8,0.03312533004123573,0.03803223717431854,0.09046091113009398,0.5508075790534047,0.01669114736031847
10,2,41,0.001,oracle8,0.03890360454924995,0.037392477863875666,0.08774519415188992,0.15740251259612384,0.05451975511911821
10,2,41,0.003,full56,0.02824997644793571,0.03799750441118862,0.09055698458880285,0.1647389978062675,0.021348300540335496
10,2,41,0.003,group5,0.03145231852179795,0.037931749739769094,0.09034362386587769,0.1984547624333645,0.022756732920601225
