graph,seed,case,noise,method,response_error,full_parameter_rmse,active_parameter_mae,identifiable_coordinate_error,estimate_norm
10,0,3,0.001,group5,0.1069411223447983,0.03612521005857512,0.07669238036887985,0.7166992498810248,0.028482809182850444
10,0,3,0.001,fisher3,0.02351020070131928,0.03606103956160067,0.07608619619471992,0.5148808686038944,0.038489880093294966
10,0,3,0.001,fisher8,0.023510193132248464,0.03606102119056101,0.07608612055800695,0.5148808686038944,0.03848988013725648
10,0,3,0.001,oracle8,0.005661202851815663,0.03389397821797438,0.06656289359647513,0.06119900825832089,0.09435866019083125
10,0,3,0.003,full56,0.071696154915808,0.036008968998898376,0.07563566727700836,0.3324130810542484,0.04621236745650018
10,0,3,0.003,group5,0.11510774321337955,0.03615810707514622,0.07655294969498372,0.8295093921059415,0.038619600678195226
10,0,3,0.003,fisher3,0.07204802910616902,0.03601587162621158,0.07562726783361418,0.3619795682469702,0.04680188174761408
10,0,3,0.003,fisher8,0.07204797894534097,0.036016061245443674,0.07562801484715469,0.36197956824696986,0.04680188328512436
10,0,3,0.003,oracle8,0.04365851496030867,0.03439248544896761,0.07057529012282635,0.45991423507069995,0.13107726827420174
10,0,3,0.01,full56,0.06610588415599403,0.03614447741024158,0.07626908993224533,0.7163350441773972,0.038579235563135576
10,0,3,0.01,group5,0.1210563624947741,0.036232983217021716,0.07668179968323546,0.8963116005019133,0.03347032743447392
10,0,3,0.01,fisher3,0.06708792870894074,0.03618241177053708,0.07627308697855631,0.7913323466887653,0.040150106161441476
10,0,3,0.01,fisher8,0.06708800017727634,0.03618267673771568,0.07627408866176102,0.7913323466887657,0.04015011151326626
10,0,3,0.01,oracle8,0.061833111038283754,0.03422288179354708,0.07082501401752204,0.3840471223130996,0.08343407190339644
10,0,4,0.001,full56,0.04639586282302823,0.029980943918716134,0.048305831614469816,1.3536987048918512,0.009553530475385801
10,0,4,0.001,group5,0.04725685198616285,0.029986731078076884,0.048335223082717205,1.4151162823266052,0.010059946441320852
10,0,4,0.001,fisher3,0.04867531668430399,0.029988872053527082,0.048351150259079226,1.4491434662862825,0.010227365572718132
10,0,4,0.001,fisher8,0.048675336283264085,0.029988873032268933,0.048351193270426515,1.4491434662862825,0.010227369234800337
10,0,4,0.001,oracle8,0.037121915916765065,0.029752932224714604,0.04433768556819327,0.22329181889220928,0.02276278101193871
10,0,4,0.003,full56,0.1343044319521547,0.029999605314482366,0.048345994854833554,1.5691158017092373,0.011864365574169174
10,0,4,0.003,group5,0.11807438974543212,0.030018815417131927,0.048447582078088317,1.7571991354598542,0.013283102902619923
10,0,4,0.003,fisher3,0.13588084577474496,0.030010843004455053,0.04840287341694135,1.6857451683728921,0.012721811414359034
10,0,4,0.003,fisher8,0.13588075091025256,0.030010893444574426,0.048403084889219766,1.6857451683728921,0.012721823511934134
10,0,4,0.003,oracle8,0.10223898390913479,0.02979519725889846,0.045564139198642134,0.5976053738490167,0.037893441245863656
10,0,4,0.01,full56,0.5664873029548178,0.032113779715343155,0.05363130818818419,8.737809273661277,0.08082176677189183
10,0,4,0.01,group5,0.5841048559335371,0.03268714967978537,0.05371868813909039,9.820063674343684,0.09232019276601412
10,0,4,0.01,fisher3,0.5872998664433285,0.03271455598974281,0.0548686354144479,9.912778382552784,0.09246325442740393
10,0,4,0.01,fisher8,0.5872993443069364,0.03271454766900545,0.054868319083056186,9.912778382552784,0.09246325488281923
10,0,4,0.01,oracle8,0.4748990336395279,0.029787921648779015,0.04433775415924243,0.7653971266355853,0.02759320743174269
10,0,5,0.001,full56,0.03325923388624368,0.031634555536629694,0.07063786857732982,0.12454762622356808,0.030685217600672773
10,0,5,0.001,group5,0.0925768649759582,0.031714846749341045,0.07129753038386907,0.6575841527296019,0.027662327103193
10,0,5,0.001,fisher3,0.03323693733048697,0.031635550164666265,0.07065719993754503,0.13931072643044506,0.030780826497218798
10,0,5,0.001,fisher8,0.03323692005425085,0.031635935964866475,0.0706580153651736,0.13931072643044484,0.030780827366023288
10,0,5,0.001,oracle8,0.026903149105761182,0.030078653220083736,0.06055061203212751,0.07395822835902728,0.07890028058499764
10,0,5,0.003,full56,0.032717394530353244,0.031645668602618235,0.0701346685888787,0.23915411452191443,0.03198567970873611
10,0,5,0.003,group5,0.09259506439548362,0.03169686080380452,0.07080135296669937,0.5877944728609884,0.025958499999912718
10,0,5,0.003,fisher3,0.03316751862989477,0.031650429107009305,0.07008466098159502,0.2748048112523415,0.03229891823725368
10,0,5,0.003,fisher8,0.033167553719584755,0.03165140404434569,0.07008663088208661,0.2748048112523418,0.03229892320325111
10,0,5,0.003,oracle8,0.022207659360695773,0.03007206045330596,0.060333635384235085,0.036817367181773746,0.08001684102156831
