primary_ac_power_W,secondary_ac_power_W,winding_loss_W,primary_bridge_power_residual_W,secondary_bridge_power_residual_W
-1065118.39350484,-204917.235854457,-1270035.6293593,0.0001220703125,3.814697265625e-06
