model,split,physics_ls_mae_pct,corrected_ls_mae_pct,physics_cps_mae_pct,corrected_cps_mae_pct,cps_error_reduction_pct
mlp_residual,val,1.3167675733566284,0.6652700901031494,3.61013126373291,1.0754187107086182,70.2110911724405
mlp_residual,test_interp,1.259251356124878,0.6893408894538879,3.5835397243499756,1.0179129838943481,71.5947621013469
mlp_residual,test_shift,1.6315194368362427,1.7909393310546875,6.686483383178711,2.4840915203094482,62.849058646302545
mlp_residual,train,1.231091856956482,0.6682263016700745,3.626086473464966,0.9155378937721252,74.75134968589792
spectral_perceiver,val,1.3167675733566284,0.7250689268112183,3.61013126373291,1.1667307615280151,67.68176345140414
spectral_perceiver,test_interp,1.259251356124878,0.8494450449943542,3.5835397243499756,1.2530708312988281,65.03259548696296
spectral_perceiver,test_shift,1.6315194368362427,1.6277316808700562,6.686483383178711,2.827270269393921,57.7166335819135
spectral_perceiver,train,1.231091856956482,0.4768114984035492,3.626086473464966,0.7360475659370422,79.70132341511149
