epoch,train_loss,val_loss
1,0.7433339029550552,0.6316262781620026
2,0.4689862936735153,0.5679265558719635
3,0.3603568017482758,0.43964166939258575
4,0.3050890892744064,0.3420031890273094
5,0.2681600868701935,0.3244798928499222
6,0.24460389763116835,0.31268757581710815
7,0.21972055584192277,0.31848886609077454
8,0.20424259901046754,0.31234244257211685
9,0.19118700474500655,0.34880220890045166
10,0.1850976377725601,0.2958555966615677
11,0.16985985338687898,0.2932921499013901
12,0.16153228431940078,0.2929980605840683
13,0.14571030735969542,0.3241623491048813
14,0.14021180495619773,0.327057346701622
15,0.12980468571186066,0.28994977474212646
16,0.11689744591712951,0.3079468756914139
17,0.11076325848698616,0.3118976354598999
18,0.09449934661388397,0.35274335741996765
19,0.08725957125425339,0.3620537519454956
20,0.09429891407489777,0.34295493364334106
21,0.0792814925312996,0.3912610411643982
22,0.06875082030892372,0.3658485561609268
23,0.06485311724245549,0.3516109883785248
24,0.05576122254133224,0.37421514093875885
25,0.05412306971848011,0.38425691425800323
26,0.054946132376790045,0.43193069100379944
27,0.04638262838125229,0.382087841629982
28,0.04467196948826313,0.4163058251142502
29,0.047346966713666915,0.36520181596279144
30,0.04032438769936562,0.38142576813697815
31,0.03793994523584843,0.3975730538368225
32,0.03332845941185951,0.36441516876220703
33,0.029923039115965368,0.3738705515861511
34,0.02864055186510086,0.38706035912036896
35,0.02341705821454525,0.3904324173927307
36,0.02430679015815258,0.4098190814256668
37,0.022994969598948957,0.39110124111175537
38,0.022259247675538062,0.3592223972082138
39,0.02327793762087822,0.3813621699810028
40,0.020984082482755184,0.36248305439949036
41,0.0197427025064826,0.3916696459054947
42,0.017489695362746714,0.378474697470665
43,0.01576670529320836,0.39191189408302307
