node,P1,P2,P3,P4,S1,S2,S3,S4
P1,1.409312678951197e-11,-7.182218936622007e-12,-6.364286485366322e-14,-5.881407942950912e-15,-1.917373667052740e-12,-4.887061071020637e-13,-6.757920382674223e-14,-2.416307136020450e-14
P2,-7.182218936622007e-12,1.888818018979884e-11,-7.110514383902731e-12,-6.365089912696271e-14,-4.612656749764686e-13,-1.028787898199969e-12,-4.219814320949020e-13,-5.034228572527680e-14
P3,-6.364286485366322e-14,-7.110514383902731e-12,1.890975092892107e-11,-7.203302075858244e-12,-5.035676830508119e-14,-4.218156092071065e-13,-1.029013658435696e-12,-4.610259510629329e-13
P4,-5.881407942950912e-15,-6.365089912696271e-14,-7.203302075858244e-12,1.411316260483722e-11,-2.413279222794084e-14,-6.755839782298548e-14,-4.890299630796791e-13,-1.916917982850672e-12
S1,-1.917373667052740e-12,-4.612656749764686e-13,-5.035676830508119e-14,-2.413279222794084e-14,1.445760899892641e-11,-9.296702896994872e-12,-4.085815469389555e-13,-2.658000857861096e-13
S2,-4.887061071020637e-13,-1.028787898199969e-12,-4.218156092071065e-13,-6.755839782298548e-14,-9.296702896994872e-12,2.133222052824098e-11,-8.985110206673620e-12,-4.087421685240896e-13
S3,-6.757920382674223e-14,-4.219814320949020e-13,-1.029013658435696e-12,-4.890299630796791e-13,-4.085815469389555e-13,-8.985110206673620e-12,2.133501943660822e-11,-9.299080140837560e-12
S4,-2.416307136020450e-14,-5.034228572527680e-14,-4.610259510629329e-13,-1.916917982850672e-12,-2.658000857861096e-13,-4.087421685240896e-13,-9.299080140837560e-12,1.446075819312077e-11
