node,P1,P2,P3,P4,S1,S2,S3,S4
P1,1.404744894137225e-11,-7.151696011820989e-12,-6.360992676882550e-14,-5.878199061949460e-15,-1.914038811035069e-12,-4.885802253549155e-13,-6.757427527585739e-14,-2.413318039507475e-14
P2,-7.151696011820989e-12,1.886175946071553e-11,-7.114294970716825e-12,-6.363514349214678e-14,-4.609639940881321e-13,-1.028768105602900e-12,-4.219788608569882e-13,-5.035567275833905e-14
P3,-6.360992676882550e-14,-7.114294970716825e-12,1.888162474640268e-11,-7.169186086491762e-12,-5.025720645150697e-14,-4.220804787759664e-13,-1.029037949700148e-12,-4.612102120498517e-13
P4,-5.878199061949460e-15,-6.363514349214678e-14,-7.169186086491762e-12,1.406449501537545e-11,-2.412526611945712e-14,-6.754136979675073e-14,-4.885676045438469e-13,-1.913111907963205e-12
S1,-1.914038811035069e-12,-4.609639940881321e-13,-5.025720645150697e-14,-2.412526611945712e-14,1.439279917405023e-11,-9.235796924913996e-12,-4.084743530210331e-13,-2.655504449924227e-13
S2,-4.885802253549155e-13,-1.028768105602900e-12,-4.220804787759664e-13,-6.754136979675073e-14,-9.235796924913996e-12,2.127185116513911e-11,-8.985533222468336e-12,-4.085600404570492e-13
S3,-6.757427527585739e-14,-4.219788608569882e-13,-1.029037949700148e-12,-4.885676045438469e-13,-4.084743530210331e-13,-8.985533222468336e-12,2.128523375532324e-11,-9.249033191245702e-12
S4,-2.413318039507475e-14,-5.035567275833905e-14,-4.612102120498517e-13,-1.913111907963205e-12,-2.655504449924227e-13,-4.085600404570492e-13,-9.249033191245702e-12,1.440516777973299e-11
