node,P1,P2,P3,P4,S1,S2,S3,S4
P1,9.565060672701137e-04,8.529408146003375e-04,1.030698735918408e-03,1.233645624650501e-03,1.022611477361993e-03,1.027530480806624e-03,1.120262610559348e-03,1.269568835549333e-03
P2,8.529408146003375e-04,6.703110277793741e-04,7.924428467186133e-04,1.029328713674569e-03,1.014774399338927e-03,9.377147195992441e-04,9.753011693527021e-04,1.105269446318508e-03
P3,1.030698735918408e-03,7.924428467186133e-04,6.770303132770037e-04,8.563251439064301e-04,1.105425555492176e-03,9.747765564074502e-04,9.376366685603602e-04,1.015558994088125e-03
P4,1.233645624650501e-03,1.029328713674569e-03,8.563251439064301e-04,9.207049791832479e-04,1.269569787073539e-03,1.121218412312282e-03,1.030239880806714e-03,1.024880118904001e-03
S1,1.022611477361993e-03,1.014774399338927e-03,1.105425555492176e-03,1.269569787073539e-03,9.959389991932577e-04,8.328013188515662e-04,1.015828599857806e-03,1.194143929414846e-03
S2,1.027530480806624e-03,9.377147195992441e-04,9.747765564074502e-04,1.121218412312282e-03,8.328013188515662e-04,6.143260512322328e-04,7.910425400995744e-04,1.016024363414263e-03
S3,1.120262610559348e-03,9.753011693527021e-04,9.376366685603602e-04,1.030239880806714e-03,1.015828599857806e-03,7.910425400995744e-04,6.204343747179954e-04,8.407571315954286e-04
S4,1.269568835549333e-03,1.105269446318508e-03,1.015558994088125e-03,1.024880118904001e-03,1.194143929414846e-03,1.016024363414263e-03,8.407571315954286e-04,9.909436126554125e-04
