forward_scenario,load_w,phase_deg,temperature_c,grounding,added_cps_pf,repeat,true_rs_ohm,true_cps_pf,estimated_rs_ohm,estimated_ls_uh,estimated_cps_pf,cps_error_pct,true_ips_rms_a,predicted_ips_rms_a,total_capacitive_source_rms_a,cps_only_total_source_error_pct,valid_frequency_count,median_condition,physics_fit_cost
matched_switching,750.0,18.0,80.0,asymmetric,10.0,0,0.11553425,38.36,0.11492084675396132,95.99668796158197,38.38792465539606,0.07279628622541373,0.03518396453584439,0.035209577155373345,0.049157192563455555,28.373498730786242,111,2.5913162780026515,5.894157801467405e-05
matched_switching,750.0,18.0,80.0,asymmetric,10.0,1,0.11553425,38.36,0.1050192700981618,95.99816229244084,38.37111917061104,0.028986367599174848,0.03518396453584439,0.03519416308914071,0.049157192563455555,28.40485541620463,110,2.579852679665192,5.706809708430321e-05
matched_switching,750.0,18.0,80.0,asymmetric,10.0,2,0.11553425,38.36,0.12087819241182737,95.99980144658109,38.3315877901792,-0.0740672831616233,0.03518396453584439,0.03515790472920414,0.049157192563455555,28.478615446112293,110,2.579567497708255,4.7170707895857686e-05
weak_cross_mode,250.0,5.572516323178269,25.0,baseline,0.0,0,0.095,28.36,0.3799999999999992,95.98988966852954,28.780565033006468,1.4829514562992518,0.025716510169269815,0.026097873531334345,0.01000257559896507,160.91153496540028,105,2.4171980498887993,0.0007064459968842512
weak_cross_mode,250.0,5.572516323178269,25.0,baseline,0.0,1,0.095,28.36,0.3799999999999992,95.99237877746899,28.765638160952946,1.4303179159130694,0.025716510169269815,0.02608433802156849,0.01000257559896507,160.7762147208099,105,2.4161579203002135,0.0007069505419445765
weak_cross_mode,250.0,5.572516323178269,25.0,baseline,0.0,2,0.095,28.36,0.3799985823792567,96.04302518982067,28.719631409551294,1.2680938277549223,0.025716510169269815,0.026042619647440292,0.01000257559896507,160.3591384016615,106,2.423226414511955,0.0005937799735546759
weak_cross_mode,250.0,5.572516323178269,25.0,baseline,5.0,0,0.095,33.36,0.37999999999999995,95.9821983469443,33.901157687811356,1.6221753231755285,0.030250450608139672,0.030741165953054317,0.01293061911040041,137.7393200634025,105,2.4165591626085927,0.0006172779708366906
weak_cross_mode,250.0,5.572516323178269,25.0,baseline,5.0,1,0.095,33.36,0.37999999999999995,96.03737608745192,33.803782846000324,1.3302843105525228,0.030250450608139672,0.030652867606451195,0.01293061911040041,137.0564575813416,106,2.42186685187784,0.0005256348024866756
weak_cross_mode,250.0,5.572516323178269,25.0,baseline,5.0,2,0.095,33.36,0.37999999999999995,95.98075733693845,33.93415005503692,1.7210733064655972,0.030250450608139672,0.030771083038641928,0.01293061911040041,137.97068629058916,105,2.418553356128384,0.0006285391777227723
weak_cross_mode,250.0,5.572516323178269,25.0,baseline,10.0,0,0.095,38.36,0.37999999999999995,96.05375101682877,38.4650439243945,0.27383713345804217,0.034784391047009526,0.03487964362634349,0.01659709415379487,110.15512295788466,106,2.422565673788866,0.0004988789659622408
weak_cross_mode,250.0,5.572516323178269,25.0,baseline,10.0,1,0.095,38.36,0.37999999999999995,95.99033607385374,38.757670407771755,1.0366798951297065,0.034784391047009526,0.03514499383563717,0.01659709415379487,111.75389806173624,105,2.4210004147645523,0.000584101629299563
weak_cross_mode,250.0,5.572516323178269,25.0,baseline,10.0,2,0.095,38.36,0.37999999999999995,95.995700846284,38.68442478349992,0.8457371832636207,0.034784391047009526,0.035078575576065904,0.01659709415379487,111.35371801241067,105,2.4161579504917414,0.0005823614335309616
weak_cross_mode,250.0,5.572516323178269,25.0,asymmetric,0.0,0,0.095,28.36,0.37999856770826784,96.0349789113951,28.867672926027446,1.7901019958654643,0.025716510169269815,0.026176861931076857,0.05730972658729351,54.32387573651295,106,2.4217062911701976,0.0006023722542258846
