budget,case,n,method,port_response_mae,node_voltage_mae_norm,displacement_current_error_percent,peak_voltage_error_percent,peak_location_hit,peak_location_distance_norm,edge_retention
0.2,71,8,fisher_proxy,1.974085915440807e-06,1.4266262165837651e-07,57.78428505504287,1.3315949895105223e-05,1.0,0.0,0.203125
0.2,71,8,oracle_edge_current,1.9237704171974856e-06,1.395497426629749e-07,57.066159971615406,1.3147371431967224e-05,1.0,0.0,0.203125
0.2,71,8,learned_gate,1.8941740337963716e-06,1.447661238462468e-07,57.45886670095393,1.2827537707115327e-05,1.0,0.0,0.203125
0.2,72,4,distance,3.162500361093834e-06,1.6874258053099016e-07,44.97960682955969,3.787550070034397e-05,1.0,0.0,0.1875
0.2,72,4,magnitude,3.162500361093834e-06,1.6874258053099016e-07,44.97960682955969,3.787550070034397e-05,1.0,0.0,0.1875
0.2,72,4,fisher_proxy,2.9684306795123756e-06,2.4193512081423497e-07,48.727026541242196,5.0778038090273036e-05,1.0,0.0,0.1875
0.2,72,4,oracle_edge_current,3.162500361093834e-06,1.6874258053099016e-07,44.97960682955969,3.787550070034397e-05,1.0,0.0,0.1875
0.2,72,4,learned_gate,3.162500361093834e-06,1.6874258053099016e-07,44.97960682955969,3.787550070034397e-05,1.0,0.0,0.1875
0.2,73,6,distance,4.5000255190357465e-06,2.092874495972053e-07,64.51134517406965,3.508906767967559e-05,1.0,0.0,0.19444444444444442
0.2,73,6,magnitude,4.153239517011604e-06,2.306612205038702e-07,62.342855190771814,3.852947115533387e-05,1.0,0.0,0.19444444444444442
0.2,73,6,fisher_proxy,3.2713194737862885e-06,2.4180587685364196e-07,56.415587088587735,3.291056467855147e-05,1.0,0.0,0.19444444444444442
0.2,73,6,oracle_edge_current,3.4212928720390132e-06,2.2834939493869777e-07,56.18773426466844,3.4426375324300284e-05,1.0,0.0,0.19444444444444442
0.2,73,6,learned_gate,3.2713194737862885e-06,2.4180587685364196e-07,56.415587088587735,3.291056467855147e-05,1.0,0.0,0.19444444444444442
0.2,74,8,distance,2.585995421626124e-06,1.6814867641981276e-07,61.616725993779966,1.766276973802934e-05,1.0,0.0,0.203125
0.2,74,8,magnitude,2.8083174070701593e-06,1.5947622993473503e-07,63.89796853306302,1.7653382783370134e-05,1.0,0.0,0.203125
0.2,74,8,fisher_proxy,2.0343753991088782e-06,1.5535124441522641e-07,54.44204027367731,1.4309712329256868e-05,1.0,0.0,0.203125
0.2,74,8,oracle_edge_current,1.9694956993041603e-06,1.5108772250519057e-07,53.54078663365877,1.4070837764258867e-05,1.0,0.0,0.203125
0.2,74,8,learned_gate,1.9408437336155535e-06,1.5787024762896733e-07,54.121663892909865,1.3736607962891305e-05,1.0,0.0,0.203125
0.4,0,4,distance,2.834108632580242e-06,1.0577576470233367e-07,30.604527595044456,2.9383825523781607e-05,1.0,0.0,0.375
0.4,0,4,magnitude,1.6546374104538241e-06,1.0439174824618019e-07,21.43636358242488,2.386384566498813e-05,1.0,0.0,0.375
0.4,0,4,fisher_proxy,1.3066512893769067e-06,1.1109648734994209e-07,22.347923940993965,1.8082817003661038e-05,1.0,0.0,0.375
0.4,0,4,oracle_edge_current,1.6546374104538241e-06,1.0439174824618019e-07,21.43636358242488,2.386384566498813e-05,1.0,0.0,0.375
0.4,0,4,learned_gate,1.6546374104538241e-06,1.0439174824618019e-07,21.43636358242488,2.386384566498813e-05,1.0,0.0,0.375
0.4,1,6,distance,3.467412981078208e-06,1.9502292013940612e-07,36.29156329829091,2.7852397925897345e-05,1.0,0.0,0.38888888888888884
0.4,1,6,magnitude,3.2942247215658747e-06,1.7338265343970375e-07,34.272546186099056,2.540475541868575e-05,1.0,0.0,0.38888888888888884
0.4,1,6,fisher_proxy,2.366347784689878e-06,2.0114383146846707e-07,31.427908349403282,2.4083886434224566e-05,1.0,0.0,0.38888888888888884
0.4,1,6,oracle_edge_current,2.5335998599471804e-06,1.779832191450066e-07,30.731414544897216,2.221415334882399e-05,1.0,0.0,0.38888888888888884
0.4,1,6,learned_gate,2.5335998599471804e-06,1.779832191450066e-07,30.731414544897216,2.221415334882399e-05,1.0,0.0,0.38888888888888884
0.4,2,8,distance,1.6695432674460226e-06,9.750291605356506e-08,37.32940260402812,1.0502555231575516e-05,1.0,0.0,0.40625
0.4,2,8,magnitude,1.6695432674460226e-06,9.750291605356506e-08,37.32940260402812,1.0502555231575516e-05,1.0,0.0,0.40625
0.4,2,8,fisher_proxy,1.1153582029960544e-06,9.186927238443973e-08,31.157137061311257,7.637063943934018e-06,1.0,0.0,0.40625
0.4,2,8,oracle_edge_current,1.1153582029960544e-06,9.186927238443973e-08,31.157137061311257,7.637063943934018e-06,1.0,0.0,0.40625
0.4,2,8,learned_gate,1.1153582029960544e-06,9.186927238443973e-08,31.157137061311257,7.637063943934018e-06,1.0,0.0,0.40625
0.4,3,4,distance,2.9020019539064783e-06,1.2238126174864868e-07,31.50020336521037,3.4737614833202847e-05,1.0,0.0,0.375
0.4,3,4,magnitude,2.2637024212663243e-06,8.380322845193414e-08,24.70484656814115,2.0000492837243995e-05,1.0,0.0,0.375
0.4,3,4,fisher_proxy,1.3123698894210167e-06,1.1934808577065758e-07,22.331340465078586,1.983482316821111e-05,1.0,0.0,0.375
0.4,3,4,oracle_edge_current,1.6179721452691994e-06,1.1107401064320423e-07,21.161916812493416,2.5090231111815858e-05,1.0,0.0,0.375
0.4,3,4,learned_gate,1.6179721452691994e-06,1.1107401064320423e-07,21.161916812493416,2.5090231111815858e-05,1.0,0.0,0.375
0.4,4,6,distance,1.7951494759796637e-06,1.2010104314445538e-07,31.375193356304003,1.5507937066306632e-05,1.0,0.0,0.38888888888888884
0.4,4,6,magnitude,2.322105949587617e-06,9.559794905832545e-08,33.83410823249184,1.6208926170623262e-05,1.0,0.0,0.38888888888888884
0.4,4,6,fisher_proxy,1.3183110565474544e-06,1.3205268074656375e-07,30.06714581324703,1.4041610536251646e-05,1.0,0.0,0.38888888888888884
0.4,4,6,oracle_edge_current,1.3357038818109328e-06,9.646365737118116e-08,25.300172101398456,1.309065635239165e-05,1.0,0.0,0.38888888888888884
0.4,4,6,learned_gate,1.3357038818109328e-06,9.646365737118116e-08,25.300172101398456,1.309065635239165e-05,1.0,0.0,0.38888888888888884
0.4,5,8,distance,2.0590967005536718e-06,1.2155054179377043e-07,30.676414965606458,1.368832051844838e-05,1.0,0.0,0.40625
0.4,5,8,magnitude,2.1101008326951616e-06,1.162015065740537e-07,30.286254246783106,1.3607176122211349e-05,1.0,0.0,0.40625
0.4,5,8,fisher_proxy,1.3126658593017962e-06,1.1871971107820903e-07,26.007933908084702,9.80927367079095e-06,1.0,0.0,0.40625
0.4,5,8,oracle_edge_current,1.3911826727188575e-06,1.1089532572540483e-07,25.541539846013627,1.0408308148116898e-05,1.0,0.0,0.40625
0.4,5,8,learned_gate,1.4225949335509165e-06,1.1350206550179091e-07,25.557910086083947,1.0780304199857326e-05,1.0,0.0,0.40625
0.4,6,4,distance,2.5752538861106614e-06,9.15891725102719e-08,44.01464699492511,2.5031322256335357e-05,1.0,0.0,0.375
0.4,6,4,magnitude,2.1958856501254344e-06,7.063254731619404e-08,37.91279898120245,1.6476138128355643e-05,1.0,0.0,0.375
0.4,6,4,fisher_proxy,1.3514948012600484e-06,9.223079840890614e-08,32.22225900971701,1.6022965238367844e-05,1.0,0.0,0.375
0.4,6,4,oracle_edge_current,1.3514948012600484e-06,9.223079840890614e-08,32.22225900971701,1.6022965238367844e-05,1.0,0.0,0.375
0.4,6,4,learned_gate,1.3514948012600484e-06,9.223079840890614e-08,32.22225900971701,1.6022965238367844e-05,1.0,0.0,0.375
0.4,7,6,distance,1.7101771678919528e-06,9.516673070327083e-08,34.85169824044371,1.3925164412525811e-05,1.0,0.0,0.38888888888888884
0.4,7,6,magnitude,1.6165915830953596e-06,8.496680676047271e-08,32.93793186410037,1.2811831070396945e-05,1.0,0.0,0.38888888888888884
0.4,7,6,fisher_proxy,1.096891487803453e-06,9.421739275851447e-08,28.560421004200087,1.115866063811847e-05,1.0,0.0,0.38888888888888884
0.4,7,6,oracle_edge_current,1.1826983880400265e-06,8.35282926068076e-08,28.074932720111534,1.0297807302339561e-05,1.0,0.0,0.38888888888888884
0.4,7,6,learned_gate,1.1826983880400265e-06,8.35282926068076e-08,28.074932720111534,1.0297807302339561e-05,1.0,0.0,0.38888888888888884
0.4,8,8,distance,1.6281981873728957e-06,1.0948601546915736e-07,35.09740097088383,1.0505606094545267e-05,1.0,0.0,0.40625
0.4,8,8,magnitude,1.9236526336182992e-06,1.0254098298218828e-07,37.70850176540859,1.1880386217366907e-05,1.0,0.0,0.40625
0.4,8,8,fisher_proxy,1.168250645715094e-06,1.0783979832359402e-07,31.471073275148125,8.09246613526761e-06,1.0,0.0,0.40625
0.4,8,8,oracle_edge_current,1.1531438012952107e-06,9.315459189676988e-08,29.888855698786116,7.708821033675964e-06,1.0,0.0,0.40625
0.4,8,8,learned_gate,1.1531438012952107e-06,9.315459189676988e-08,29.888855698786116,7.708821033675964e-06,1.0,0.0,0.40625
0.4,9,4,distance,1.974593857334243e-06,7.818467488670791e-08,30.20476720212022,2.0865238116725198e-05,1.0,0.0,0.375
0.4,9,4,magnitude,1.974593857334243e-06,7.818467488670791e-08,30.20476720212022,2.0865238116725198e-05,1.0,0.0,0.375
0.4,9,4,fisher_proxy,9.80391938653948e-07,8.851890605728208e-08,23.88314996454674,1.4036370612731831e-05,1.0,0.0,0.375
0.4,9,4,oracle_edge_current,1.1862242486988747e-06,8.111002093871752e-08,22.23744089311895,1.7455066603098153e-05,1.0,0.0,0.375
0.4,9,4,learned_gate,1.1862242486988747e-06,8.111002093871752e-08,22.23744089311895,1.7455066603098153e-05,1.0,0.0,0.375
0.4,10,6,distance,1.4279259780743357e-06,1.0116929011128773e-07,34.07975062019054,1.2731963974500797e-05,1.0,0.0,0.38888888888888884
0.4,10,6,magnitude,1.7153793276050826e-06,7.445662567053679e-08,34.04721635730535,1.2087144871041798e-05,1.0,0.0,0.38888888888888884
0.4,10,6,fisher_proxy,1.0730874732113594e-06,1.0967798794609463e-07,33.468229962396926,1.1406183338230298e-05,1.0,0.0,0.38888888888888884
0.4,10,6,oracle_edge_current,1.0535805324654938e-06,7.724764303645752e-08,26.806509156122658,1.0112570828590728e-05,1.0,0.0,0.38888888888888884
0.4,10,6,learned_gate,1.0535805324654938e-06,7.724764303645752e-08,26.806509156122658,1.0112570828590728e-05,1.0,0.0,0.38888888888888884
0.4,11,8,distance,1.0241931184364525e-06,7.378970972591559e-08,37.551145734763544,6.676173818198019e-06,1.0,0.0,0.40625
0.4,11,8,magnitude,1.2978267366435999e-06,7.272616092143432e-08,42.152480795094526,8.510327044794535e-06,1.0,0.0,0.40625
0.4,11,8,fisher_proxy,7.567979476606293e-07,7.375638320258563e-08,34.64690537641106,5.263875580072918e-06,1.0,0.0,0.40625
0.4,11,8,oracle_edge_current,7.543341987263641e-07,6.172684407104396e-08,32.60514807163685,5.204433579422231e-06,1.0,0.0,0.40625
0.4,11,8,learned_gate,7.543341987263641e-07,6.172684407104396e-08,32.60514807163685,5.204433579422231e-06,1.0,0.0,0.40625
0.4,12,4,distance,1.5080616424192432e-06,5.573847331278688e-08,31.618335450024937,1.5603189918468992e-05,1.0,0.0,0.375
0.4,12,4,magnitude,1.06204732334865e-06,5.9559066095834564e-08,25.284574204444326,1.617937865517946e-05,1.0,0.0,0.375
0.4,12,4,fisher_proxy,7.168045770041218e-07,5.97031862396956e-08,23.656336765049765,9.792712716309509e-06,1.0,0.0,0.375
0.4,12,4,oracle_edge_current,9.085356200236085e-07,5.717480525228725e-08,23.164477951651644,1.2992482354895027e-05,1.0,0.0,0.375
0.4,12,4,learned_gate,9.085356200236085e-07,5.717480525228725e-08,23.164477951651644,1.2992482354895027e-05,1.0,0.0,0.375
0.4,13,6,distance,2.5413343924788705e-06,1.5652020205156204e-07,35.16176785231409,2.0925617937259312e-05,1.0,0.0,0.38888888888888884
0.4,13,6,magnitude,3.0045310578618913e-06,1.364346035656286e-07,37.898931342360775,1.883102408891366e-05,1.0,0.0,0.38888888888888884
0.4,13,6,fisher_proxy,1.8016960837607723e-06,1.645636899544661e-07,31.66938747254338,1.8474715943422426e-05,1.0,0.0,0.38888888888888884
0.4,13,6,oracle_edge_current,1.8892151822315812e-06,1.4539034807440292e-07,30.479608197813278,1.6965066561289735e-05,1.0,0.0,0.38888888888888884
0.4,13,6,learned_gate,1.8892151822315812e-06,1.4539034807440292e-07,30.479608197813278,1.6965066561289735e-05,1.0,0.0,0.38888888888888884
0.4,14,8,distance,2.948056138324384e-06,1.7140559394919812e-07,41.729317880583956,1.870925070118039e-05,1.0,0.0,0.40625
0.4,14,8,magnitude,3.3756072263383305e-06,1.754784240700141e-07,44.61769591160969,2.225963219333568e-05,1.0,0.0,0.40625
0.4,14,8,fisher_proxy,1.9944502494849877e-06,1.615986813117468e-07,34.783413009344486,1.3756124537305132e-05,1.0,0.0,0.40625
0.4,14,8,oracle_edge_current,1.9944502494849877e-06,1.615986813117468e-07,34.783413009344486,1.3756124537305132e-05,1.0,0.0,0.40625
0.4,14,8,learned_gate,1.9944502494849877e-06,1.615986813117468e-07,34.783413009344486,1.3756124537305132e-05,1.0,0.0,0.40625
0.4,15,4,distance,2.6833917635934087e-06,1.2572490006767878e-07,33.66577104128046,3.2094643068334587e-05,1.0,0.0,0.375
0.4,15,4,magnitude,2.6833917635934087e-06,1.2572490006767878e-07,33.66577104128046,3.2094643068334587e-05,1.0,0.0,0.375
0.4,15,4,fisher_proxy,1.4725680566221589e-06,1.4497099405976097e-07,29.172285881337107,2.2452615613639477e-05,1.0,0.0,0.375
0.4,15,4,oracle_edge_current,1.6588021897421628e-06,1.3540844046436437e-07,27.004894713576522,2.69849029395241e-05,1.0,0.0,0.375
0.4,15,4,learned_gate,1.6588021897421628e-06,1.3540844046436437e-07,27.004894713576522,2.69849029395241e-05,1.0,0.0,0.375
0.4,16,6,distance,1.0765022544199688e-06,6.660831793345857e-08,30.354667943598514,9.243459200189544e-06,1.0,0.0,0.38888888888888884
0.4,16,6,magnitude,1.3892383551782073e-06,5.4912628909058064e-08,34.007169921052316,9.170650405630816e-06,1.0,0.0,0.38888888888888884
0.4,16,6,fisher_proxy,7.96702037510373e-07,7.29159162137695e-08,28.989964818790607,8.445878922186848e-06,1.0,0.0,0.38888888888888884
0.4,16,6,oracle_edge_current,7.78043988994744e-07,5.578544724838391e-08,25.325497578003436,7.267720172625856e-06,1.0,0.0,0.38888888888888884
0.4,16,6,learned_gate,7.78043988994744e-07,5.578544724838391e-08,25.325497578003436,7.267720172625856e-06,1.0,0.0,0.38888888888888884
0.4,17,8,distance,9.632138705406116e-07,6.142511350764656e-08,37.20394352439215,6.065400717007361e-06,1.0,0.0,0.40625
0.4,17,8,magnitude,7.971593657563058e-07,5.029108436683227e-08,32.06575739504708,4.966190323846366e-06,1.0,0.0,0.40625
0.4,17,8,fisher_proxy,6.306746825955149e-07,5.3806966998093884e-08,29.72178019025286,4.25055429504644e-06,1.0,0.0,0.40625
0.4,17,8,oracle_edge_current,5.674568610851184e-07,4.77269928680085e-08,27.5313630838998,3.97114886415248e-06,1.0,0.0,0.40625
0.4,17,8,learned_gate,5.674568610851184e-07,4.77269928680085e-08,27.5313630838998,3.97114886415248e-06,1.0,0.0,0.40625
0.4,18,4,distance,2.860406744092473e-06,1.1275935519255657e-07,26.86381865098558,3.009082038057575e-05,1.0,0.0,0.375
0.4,18,4,magnitude,2.4080254684880063e-06,8.861005568358261e-08,23.110697487863245,1.9471426742664494e-05,1.0,0.0,0.375
0.4,18,4,fisher_proxy,1.4554708789237905e-06,1.3653704799607952e-07,22.325122961463006,2.165905099087321e-05,1.0,0.0,0.375
0.4,18,4,oracle_edge_current,1.6550661466827505e-06,1.1654602822241869e-07,19.317616335790415,2.477772560053125e-05,1.0,0.0,0.375
0.4,18,4,learned_gate,1.6550661466827505e-06,1.1654602822241869e-07,19.317616335790415,2.477772560053125e-05,1.0,0.0,0.375
0.4,19,6,distance,1.0821729183968394e-06,6.151812833514116e-08,33.66927846664647,8.56274838557713e-06,1.0,0.0,0.38888888888888884
0.4,19,6,magnitude,1.00593648878506e-06,5.3042594836645885e-08,30.993688734812263,7.677587402673151e-06,1.0,0.0,0.38888888888888884
0.4,19,6,fisher_proxy,7.3898713299723e-07,6.159514565575954e-08,28.74855737181457,7.30340376540821e-06,1.0,0.0,0.38888888888888884
0.4,19,6,oracle_edge_current,7.81059077937495e-07,5.4613006073610766e-08,27.866668119772275,6.739256791002069e-06,1.0,0.0,0.38888888888888884
0.4,19,6,learned_gate,7.81059077937495e-07,5.4613006073610766e-08,27.866668119772275,6.739256791002069e-06,1.0,0.0,0.38888888888888884
0.4,20,8,distance,2.468132394819559e-06,1.4643741086167156e-07,32.163248506740835,1.6892592561798095e-05,1.0,0.0,0.40625
0.4,20,8,magnitude,2.5765609909883525e-06,1.2647170816081603e-07,31.725308196931717,1.4731366581591729e-05,1.0,0.0,0.40625
0.4,20,8,fisher_proxy,1.448773892472055e-06,1.2926137690787468e-07,24.952658086148965,1.0559024497865427e-05,1.0,0.0,0.40625
0.4,20,8,oracle_edge_current,1.448773892472055e-06,1.2926137690787468e-07,24.952658086148965,1.0559024497865427e-05,1.0,0.0,0.40625
0.4,20,8,learned_gate,1.448773892472055e-06,1.2926137690787468e-07,24.952658086148965,1.0559024497865427e-05,1.0,0.0,0.40625
0.4,21,4,distance,4.5522487533161215e-06,1.6538513198271563e-07,45.234641585587795,4.4961940113622216e-05,1.0,0.0,0.375
0.4,21,4,magnitude,3.368077821903903e-06,1.7395397538136034e-07,36.892143980849134,4.6303793558602965e-05,1.0,0.0,0.375
0.4,21,4,fisher_proxy,2.4445971260498206e-06,1.6087461210259315e-07,32.70720093733591,2.8546703574152346e-05,1.0,0.0,0.375
0.4,21,4,oracle_edge_current,2.4445971260498206e-06,1.6087461210259315e-07,32.70720093733591,2.8546703574152346e-05,1.0,0.0,0.375
0.4,21,4,learned_gate,2.4445971260498206e-06,1.6087461210259315e-07,32.70720093733591,2.8546703574152346e-05,1.0,0.0,0.375
0.4,22,6,distance,2.7255637266419368e-06,1.6582363047250685e-07,44.53107629260499,2.4223667338653347e-05,1.0,0.0,0.38888888888888884
0.4,22,6,magnitude,2.6753674914076903e-06,1.24385804298688e-07,39.27493886284291,2.1198921539307116e-05,1.0,0.0,0.38888888888888884
0.4,22,6,fisher_proxy,1.9512228109930136e-06,1.5993786068422626e-07,37.83731069081613,2.0943216746256572e-05,1.0,0.0,0.38888888888888884
0.4,22,6,oracle_edge_current,1.7963190595949215e-06,1.2827230645872416e-07,33.70968982751846,1.5242242846362778e-05,1.0,0.0,0.38888888888888884
0.4,22,6,learned_gate,1.7963190595949215e-06,1.2827230645872416e-07,33.70968982751846,1.5242242846362778e-05,1.0,0.0,0.38888888888888884
0.4,23,8,distance,1.7318750447035496e-06,1.0881790855943585e-07,33.65192571158154,1.1378520383036062e-05,1.0,0.0,0.40625
0.4,23,8,magnitude,1.5583531579999495e-06,9.682118962987396e-08,31.21272283078584,9.935371338440358e-06,1.0,0.0,0.40625
0.4,23,8,fisher_proxy,1.0982282635354593e-06,9.842990537368861e-08,26.915744640168377,7.909751302555884e-06,1.0,0.0,0.40625
0.4,23,8,oracle_edge_current,1.0359407103104994e-06,9.716753791194373e-08,26.53289950172869,7.57763961357491e-06,1.0,0.0,0.40625
0.4,23,8,learned_gate,1.0359407103104994e-06,9.716753791194373e-08,26.53289950172869,7.57763961357491e-06,1.0,0.0,0.40625
0.4,24,4,distance,1.6567536647196326e-06,5.4666778622454256e-08,44.54002284437596,1.5033865627962037e-05,1.0,0.0,0.375
0.4,24,4,magnitude,1.4242357976470184e-06,4.21370934442827e-08,38.56447590631199,1.0000988874151973e-05,1.0,0.0,0.375
0.4,24,4,fisher_proxy,9.026852146462131e-07,5.3749438236666836e-08,32.419733919349525,9.773156760937833e-06,1.0,0.0,0.375
0.4,24,4,oracle_edge_current,8.711333007264491e-07,6.284510333154587e-08,32.104725067309964,1.3441759567259932e-05,1.0,0.0,0.375
0.4,24,4,learned_gate,8.711333007264491e-07,6.284510333154587e-08,32.104725067309964,1.3441759567259932e-05,1.0,0.0,0.375
0.4,25,6,distance,1.4460424078718605e-06,8.166847118931892e-08,32.274640228758074,1.1483277453737828e-05,1.0,0.0,0.38888888888888884
0.4,25,6,magnitude,1.5921180878036844e-06,7.41961910164774e-08,32.87159646142408,1.2916731299714432e-05,1.0,0.0,0.38888888888888884
0.4,25,6,fisher_proxy,9.789786216897928e-07,8.672377811946209e-08,28.669918371226082,9.98872784516676e-06,1.0,0.0,0.38888888888888884
0.4,25,6,oracle_edge_current,1.0283999342467394e-06,7.446396404775494e-08,27.233764461145206,9.020165794584257e-06,1.0,0.0,0.38888888888888884
0.4,25,6,learned_gate,1.0283999342467394e-06,7.446396404775494e-08,27.233764461145206,9.020165794584257e-06,1.0,0.0,0.38888888888888884
0.4,26,8,distance,1.8632725206720972e-06,1.1006110008710769e-07,31.41553206058306,1.0899022873747084e-05,1.0,0.0,0.40625
0.4,26,8,magnitude,1.9623959020615096e-06,1.1298998263546512e-07,32.33029544949076,1.1809885908480203e-05,1.0,0.0,0.40625
0.4,26,8,fisher_proxy,1.2489664875951536e-06,1.1380859531552794e-07,27.87234509447095,8.294130051933365e-06,1.0,0.0,0.40625
0.4,26,8,oracle_edge_current,1.268130932605832e-06,1.0418106057813566e-07,26.72256340454463,8.849689197404924e-06,1.0,0.0,0.40625
0.4,26,8,learned_gate,1.2838104122242047e-06,1.0620686353974778e-07,26.82147593919892,9.029945233082508e-06,1.0,0.0,0.40625
0.4,27,4,distance,1.946729625945896e-06,8.298205156977979e-08,32.81679440776191,2.276017431861634e-05,1.0,0.0,0.375
0.4,27,4,magnitude,1.5204121095457879e-06,6.10527849264832e-08,26.62183875654317,1.4204443247474049e-05,1.0,0.0,0.375
0.4,27,4,fisher_proxy,8.809327336508262e-07,7.898791191654283e-08,23.2269934932854,1.2588454221749193e-05,1.0,0.0,0.375
0.4,27,4,oracle_edge_current,8.809327336508262e-07,7.898791191654283e-08,23.2269934932854,1.2588454221749193e-05,1.0,0.0,0.375
0.4,27,4,learned_gate,8.809327336508262e-07,7.898791191654283e-08,23.2269934932854,1.2588454221749193e-05,1.0,0.0,0.375
0.4,28,6,distance,1.8041638859193446e-06,1.1724484465455191e-07,26.714551307731522,1.5416034118118662e-05,1.0,0.0,0.38888888888888884
0.4,28,6,magnitude,2.0110370069723973e-06,1.234183411870692e-07,27.96923169142537,1.7426204395206075e-05,1.0,0.0,0.38888888888888884
0.4,28,6,fisher_proxy,1.3187436469282165e-06,1.3513798004763862e-07,26.66823468805546,1.4209729666056531e-05,1.0,0.0,0.38888888888888884
0.4,28,6,oracle_edge_current,1.2958991527244982e-06,1.1080987628494021e-07,23.74125986979825,1.2332819247441096e-05,1.0,0.0,0.38888888888888884
0.4,28,6,learned_gate,1.4538202109178055e-06,1.1224192392646123e-07,23.981210370824595,1.4537894963511906e-05,1.0,0.0,0.38888888888888884
0.4,29,8,distance,2.936833130312682e-06,1.736490678577169e-07,38.299200183606274,1.8962287066160403e-05,1.0,0.0,0.40625
0.4,29,8,magnitude,3.331921415802736e-06,1.738921665173515e-07,40.6930279282419,2.2243667264678224e-05,1.0,0.0,0.40625
0.4,29,8,fisher_proxy,1.958003852285846e-06,1.6421821771831236e-07,31.872463140105356,1.3788115423843439e-05,1.0,0.0,0.40625
0.4,29,8,oracle_edge_current,1.958003852285846e-06,1.6421821771831236e-07,31.872463140105356,1.3788115423843439e-05,1.0,0.0,0.40625
0.4,29,8,learned_gate,1.958003852285846e-06,1.6421821771831236e-07,31.872463140105356,1.3788115423843439e-05,1.0,0.0,0.40625
0.4,30,4,distance,2.8041449167801392e-06,1.077393070141873e-07,38.4417964675909,2.8968399185033184e-05,1.0,0.0,0.375
0.4,30,4,magnitude,2.8041449167801392e-06,1.077393070141873e-07,38.4417964675909,2.8968399185033184e-05,1.0,0.0,0.375
0.4,30,4,fisher_proxy,1.4311702310630727e-06,1.0931325992580502e-07,28.390263838844437,1.832806196012179e-05,1.0,0.0,0.375
0.4,30,4,oracle_edge_current,1.4311702310630727e-06,1.0931325992580502e-07,28.390263838844437,1.832806196012179e-05,1.0,0.0,0.375
0.4,30,4,learned_gate,1.4311702310630727e-06,1.0931325992580502e-07,28.390263838844437,1.832806196012179e-05,1.0,0.0,0.375
0.4,31,6,distance,1.7703170174234358e-06,1.0480888228184776e-07,37.73223141881246,1.4240510773231542e-05,1.0,0.0,0.38888888888888884
0.4,31,6,magnitude,2.025851496828546e-06,1.0812747418373399e-07,40.390616599973875,1.7614517019253437e-05,1.0,0.0,0.38888888888888884
0.4,31,6,fisher_proxy,1.310844029685232e-06,1.1036710455172119e-07,34.501746833829756,1.3081584193145435e-05,1.0,0.0,0.38888888888888884
0.4,31,6,oracle_edge_current,1.330256071770582e-06,9.444882298581845e-08,32.728069985926226,1.2181515889529964e-05,1.0,0.0,0.38888888888888884
0.4,31,6,learned_gate,1.330256071770582e-06,9.444882298581845e-08,32.728069985926226,1.2181515889529964e-05,1.0,0.0,0.38888888888888884
0.4,32,8,distance,5.559315903680417e-07,3.6147085443810883e-08,26.68163186367308,3.5775355703816067e-06,1.0,0.0,0.40625
0.4,32,8,magnitude,6.994935785917256e-07,3.7099914340328336e-08,30.82228547269523,4.205984907846247e-06,1.0,0.0,0.40625
0.4,32,8,fisher_proxy,3.95748103032903e-07,3.86641515588724e-08,25.658586904782965,2.8248904500691464e-06,1.0,0.0,0.40625
0.4,32,8,oracle_edge_current,4.2040574389246944e-07,3.3069370062966294e-08,23.85048442630288,2.8428167499506715e-06,1.0,0.0,0.40625
0.4,32,8,learned_gate,4.2040574389246944e-07,3.3069370062966294e-08,23.85048442630288,2.8428167499506715e-06,1.0,0.0,0.40625
0.4,33,4,distance,2.3611570449802907e-06,8.5313448643845e-08,45.23241082963926,2.2871511935938833e-05,1.0,0.0,0.375
0.4,33,4,magnitude,1.528253795585593e-06,8.617621328016817e-08,34.19196289239769,1.9082992667833507e-05,1.0,0.0,0.375
0.4,33,4,fisher_proxy,1.2745046957756897e-06,8.329683236548075e-08,32.792820197406364,1.4621455782867509e-05,1.0,0.0,0.375
0.4,33,4,oracle_edge_current,1.2745046957756897e-06,8.329683236548075e-08,32.792820197406364,1.4621455782867509e-05,1.0,0.0,0.375
0.4,33,4,learned_gate,1.2745046957756897e-06,8.329683236548075e-08,32.792820197406364,1.4621455782867509e-05,1.0,0.0,0.375
0.4,34,6,distance,2.7092205198292938e-06,1.7328864049678567e-07,31.35686915766016,2.3346175466070313e-05,1.0,0.0,0.38888888888888884
0.4,34,6,magnitude,2.9892757043564525e-06,1.4928997851412405e-07,32.80688515564797,2.036672423939732e-05,1.0,0.0,0.38888888888888884
0.4,34,6,fisher_proxy,2.0478264862848947e-06,1.846600566558946e-07,29.334591502032463,2.1265959253978147e-05,1.0,0.0,0.38888888888888884
0.4,34,6,oracle_edge_current,1.8216172937105906e-06,1.4514113338177212e-07,25.554953113145935,1.816193608977538e-05,1.0,0.0,0.38888888888888884
0.4,34,6,learned_gate,1.8216172937105906e-06,1.4514113338177212e-07,25.554953113145935,1.816193608977538e-05,1.0,0.0,0.38888888888888884
0.4,35,8,distance,8.737208007815236e-07,5.838100569650051e-08,33.138487057350915,5.555610768469402e-06,1.0,0.0,0.40625
0.4,35,8,magnitude,1.0293198092585498e-06,5.352189794874108e-08,35.38739151080413,6.228766421642353e-06,1.0,0.0,0.40625
0.4,35,8,fisher_proxy,6.346875540621151e-07,5.9010019708876196e-08,30.535436635671548,4.359021659008454e-06,1.0,0.0,0.40625
