case,n,method,port_response_mae,node_voltage_mae_norm,displacement_current_error_percent,peak_voltage_error_percent,peak_location_hit,peak_location_distance_norm,edge_retention
2,8,learned_gate,1.1153582029960544e-06,9.186927238443973e-08,31.157137061311257,7.637063943934018e-06,1.0,0.0,0.40625
3,4,distance,2.9020019539064783e-06,1.2238126174864868e-07,31.50020336521037,3.4737614833202847e-05,1.0,0.0,0.375
3,4,magnitude,2.2637024212663243e-06,8.380322845193414e-08,24.70484656814115,2.0000492837243995e-05,1.0,0.0,0.375
3,4,fisher_proxy,1.3123698894210167e-06,1.1934808577065758e-07,22.331340465078586,1.983482316821111e-05,1.0,0.0,0.375
3,4,oracle_edge_current,1.6179721452691994e-06,1.1107401064320423e-07,21.161916812493416,2.5090231111815858e-05,1.0,0.0,0.375
3,4,learned_gate,1.6179721452691994e-06,1.1107401064320423e-07,21.161916812493416,2.5090231111815858e-05,1.0,0.0,0.375
4,6,distance,1.7951494759796637e-06,1.2010104314445538e-07,31.375193356304003,1.5507937066306632e-05,1.0,0.0,0.38888888888888884
4,6,magnitude,2.322105949587617e-06,9.559794905832545e-08,33.83410823249184,1.6208926170623262e-05,1.0,0.0,0.38888888888888884
4,6,fisher_proxy,1.3336123666120535e-06,1.4460519389989561e-07,31.913710020499625,1.4714518677255302e-05,1.0,0.0,0.38888888888888884
4,6,oracle_edge_current,1.3357038818109328e-06,9.646365737118116e-08,25.300172101398456,1.309065635239165e-05,1.0,0.0,0.38888888888888884
4,6,learned_gate,1.3357038818109328e-06,9.646365737118116e-08,25.300172101398456,1.309065635239165e-05,1.0,0.0,0.38888888888888884
5,8,distance,2.0590967005536718e-06,1.2155054179377043e-07,30.676414965606458,1.368832051844838e-05,1.0,0.0,0.40625
5,8,magnitude,2.1101008326951616e-06,1.162015065740537e-07,30.286254246783106,1.3607176122211349e-05,1.0,0.0,0.40625
5,8,fisher_proxy,1.3417414885280587e-06,1.4042675243976618e-07,28.43620729552719,1.1097268449344284e-05,1.0,0.0,0.40625
5,8,oracle_edge_current,1.3911826727188575e-06,1.1089532572540483e-07,25.541539846013627,1.0408308148116898e-05,1.0,0.0,0.40625
5,8,learned_gate,1.4225949335509165e-06,1.1350206550179091e-07,25.557910086083947,1.0780304199857326e-05,1.0,0.0,0.40625
6,4,distance,2.5752538861106614e-06,9.15891725102719e-08,44.01464699492511,2.5031322256335357e-05,1.0,0.0,0.375
6,4,magnitude,2.1958856501254344e-06,7.063254731619404e-08,37.91279898120245,1.6476138128355643e-05,1.0,0.0,0.375
6,4,fisher_proxy,1.3514948012600484e-06,9.223079840890614e-08,32.22225900971701,1.6022965238367844e-05,1.0,0.0,0.375
6,4,oracle_edge_current,1.3514948012600484e-06,9.223079840890614e-08,32.22225900971701,1.6022965238367844e-05,1.0,0.0,0.375
6,4,learned_gate,1.3514948012600484e-06,9.223079840890614e-08,32.22225900971701,1.6022965238367844e-05,1.0,0.0,0.375
7,6,distance,1.7101771678919528e-06,9.516673070327083e-08,34.85169824044371,1.3925164412525811e-05,1.0,0.0,0.38888888888888884
7,6,magnitude,1.6165915830953596e-06,8.496680676047271e-08,32.93793186410037,1.2811831070396945e-05,1.0,0.0,0.38888888888888884
7,6,fisher_proxy,1.0565634734337424e-06,9.78429409975899e-08,28.96614190840517,1.102193071682175e-05,1.0,0.0,0.38888888888888884
7,6,oracle_edge_current,1.1826983880400265e-06,8.35282926068076e-08,28.074932720111534,1.0297807302339561e-05,1.0,0.0,0.38888888888888884
7,6,learned_gate,1.1826983880400265e-06,8.35282926068076e-08,28.074932720111534,1.0297807302339561e-05,1.0,0.0,0.38888888888888884
8,8,distance,1.6281981873728957e-06,1.0948601546915736e-07,35.09740097088383,1.0505606094545267e-05,1.0,0.0,0.40625
8,8,magnitude,1.9236526336182992e-06,1.0254098298218828e-07,37.70850176540859,1.1880386217366907e-05,1.0,0.0,0.40625
8,8,fisher_proxy,1.1408562125642552e-06,1.1758596135126563e-07,32.721895631528355,8.515861886919106e-06,1.0,0.0,0.40625
8,8,oracle_edge_current,1.1531438012952107e-06,9.315459189676988e-08,29.888855698786116,7.708821033675964e-06,1.0,0.0,0.40625
8,8,learned_gate,1.1531438012952107e-06,9.315459189676988e-08,29.888855698786116,7.708821033675964e-06,1.0,0.0,0.40625
9,4,distance,1.974593857334243e-06,7.818467488670791e-08,30.20476720212022,2.0865238116725198e-05,1.0,0.0,0.375
9,4,magnitude,1.974593857334243e-06,7.818467488670791e-08,30.20476720212022,2.0865238116725198e-05,1.0,0.0,0.375
9,4,fisher_proxy,9.80391938653948e-07,8.851890605728208e-08,23.88314996454674,1.4036370612731831e-05,1.0,0.0,0.375
9,4,oracle_edge_current,1.1862242486988747e-06,8.111002093871752e-08,22.23744089311895,1.7455066603098153e-05,1.0,0.0,0.375
9,4,learned_gate,1.1862242486988747e-06,8.111002093871752e-08,22.23744089311895,1.7455066603098153e-05,1.0,0.0,0.375
10,6,distance,1.4279259780743357e-06,1.0116929011128773e-07,34.07975062019054,1.2731963974500797e-05,1.0,0.0,0.38888888888888884
10,6,magnitude,1.7153793276050826e-06,7.445662567053679e-08,34.04721635730535,1.2087144871041798e-05,1.0,0.0,0.38888888888888884
10,6,fisher_proxy,1.1755582624690259e-06,1.3106419723315759e-07,38.20966331737018,1.309772761840349e-05,1.0,0.0,0.38888888888888884
10,6,oracle_edge_current,1.0535805324654938e-06,7.724764303645752e-08,26.806509156122658,1.0112570828590728e-05,1.0,0.0,0.38888888888888884
10,6,learned_gate,1.0535805324654938e-06,7.724764303645752e-08,26.806509156122658,1.0112570828590728e-05,1.0,0.0,0.38888888888888884
11,8,distance,1.0241931184364525e-06,7.378970972591559e-08,37.551145734763544,6.676173818198019e-06,1.0,0.0,0.40625
11,8,magnitude,1.2978267366435999e-06,7.272616092143432e-08,42.152480795094526,8.510327044794535e-06,1.0,0.0,0.40625
11,8,fisher_proxy,7.327143534438067e-07,7.915170458670202e-08,35.66481096784843,5.4602710454348506e-06,1.0,0.0,0.40625
11,8,oracle_edge_current,7.543341987263641e-07,6.172684407104396e-08,32.60514807163685,5.204433579422231e-06,1.0,0.0,0.40625
11,8,learned_gate,7.543341987263641e-07,6.172684407104396e-08,32.60514807163685,5.204433579422231e-06,1.0,0.0,0.40625
12,4,distance,1.5080616424192432e-06,5.573847331278688e-08,31.618335450024937,1.5603189918468992e-05,1.0,0.0,0.375
12,4,magnitude,1.06204732334865e-06,5.9559066095834564e-08,25.284574204444326,1.617937865517946e-05,1.0,0.0,0.375
12,4,fisher_proxy,7.168045770041218e-07,5.97031862396956e-08,23.656336765049765,9.792712716309509e-06,1.0,0.0,0.375
12,4,oracle_edge_current,9.085356200236085e-07,5.717480525228725e-08,23.164477951651644,1.2992482354895027e-05,1.0,0.0,0.375
12,4,learned_gate,9.085356200236085e-07,5.717480525228725e-08,23.164477951651644,1.2992482354895027e-05,1.0,0.0,0.375
13,6,distance,2.5413343924788705e-06,1.5652020205156204e-07,35.16176785231409,2.0925617937259312e-05,1.0,0.0,0.38888888888888884
13,6,magnitude,3.0045310578618913e-06,1.364346035656286e-07,37.898931342360775,1.883102408891366e-05,1.0,0.0,0.38888888888888884
13,6,fisher_proxy,1.726237741393628e-06,1.6961010563501306e-07,31.912644690411152,1.8144892163626536e-05,1.0,0.0,0.38888888888888884
13,6,oracle_edge_current,1.8892151822315812e-06,1.4539034807440292e-07,30.479608197813278,1.6965066561289735e-05,1.0,0.0,0.38888888888888884
13,6,learned_gate,1.8892151822315812e-06,1.4539034807440292e-07,30.479608197813278,1.6965066561289735e-05,1.0,0.0,0.38888888888888884
14,8,distance,2.948056138324384e-06,1.7140559394919812e-07,41.729317880583956,1.870925070118039e-05,1.0,0.0,0.40625
14,8,magnitude,3.3756072263383305e-06,1.754784240700141e-07,44.61769591160969,2.225963219333568e-05,1.0,0.0,0.40625
14,8,fisher_proxy,1.9078380871691745e-06,1.7789988269578573e-07,35.61712844802127,1.4593806958158058e-05,1.0,0.0,0.40625
14,8,oracle_edge_current,1.9944502494849877e-06,1.615986813117468e-07,34.783413009344486,1.3756124537305132e-05,1.0,0.0,0.40625
14,8,learned_gate,1.9944502494849877e-06,1.615986813117468e-07,34.783413009344486,1.3756124537305132e-05,1.0,0.0,0.40625
15,4,distance,2.6833917635934087e-06,1.2572490006767878e-07,33.66577104128046,3.2094643068334587e-05,1.0,0.0,0.375
15,4,magnitude,2.6833917635934087e-06,1.2572490006767878e-07,33.66577104128046,3.2094643068334587e-05,1.0,0.0,0.375
15,4,fisher_proxy,1.4725680566221589e-06,1.4497099405976097e-07,29.172285881337107,2.2452615613639477e-05,1.0,0.0,0.375
15,4,oracle_edge_current,1.6588021897421628e-06,1.3540844046436437e-07,27.004894713576522,2.69849029395241e-05,1.0,0.0,0.375
15,4,learned_gate,1.6588021897421628e-06,1.3540844046436437e-07,27.004894713576522,2.69849029395241e-05,1.0,0.0,0.375
16,6,distance,1.0765022544199688e-06,6.660831793345857e-08,30.354667943598514,9.243459200189544e-06,1.0,0.0,0.38888888888888884
16,6,magnitude,1.3892383551782073e-06,5.4912628909058064e-08,34.007169921052316,9.170650405630816e-06,1.0,0.0,0.38888888888888884
16,6,fisher_proxy,7.77868676043493e-07,7.671385535259393e-08,29.753215608720406,8.478843267418442e-06,1.0,0.0,0.38888888888888884
16,6,oracle_edge_current,7.78043988994744e-07,5.578544724838391e-08,25.325497578003436,7.267720172625856e-06,1.0,0.0,0.38888888888888884
16,6,learned_gate,7.78043988994744e-07,5.578544724838391e-08,25.325497578003436,7.267720172625856e-06,1.0,0.0,0.38888888888888884
17,8,distance,9.632138705406116e-07,6.142511350764656e-08,37.20394352439215,6.065400717007361e-06,1.0,0.0,0.40625
17,8,magnitude,7.971593657563058e-07,5.029108436683227e-08,32.06575739504708,4.966190323846366e-06,1.0,0.0,0.40625
17,8,fisher_proxy,5.690268873347522e-07,5.3923423817967156e-08,28.57299881289489,4.136455211559481e-06,1.0,0.0,0.40625
17,8,oracle_edge_current,5.674568610851184e-07,4.77269928680085e-08,27.5313630838998,3.97114886415248e-06,1.0,0.0,0.40625
17,8,learned_gate,5.674568610851184e-07,4.77269928680085e-08,27.5313630838998,3.97114886415248e-06,1.0,0.0,0.40625
18,4,distance,2.860406744092473e-06,1.1275935519255657e-07,26.86381865098558,3.009082038057575e-05,1.0,0.0,0.375
18,4,magnitude,2.4080254684880063e-06,8.861005568358261e-08,23.110697487863245,1.9471426742664494e-05,1.0,0.0,0.375
18,4,fisher_proxy,1.4554708789237905e-06,1.3653704799607952e-07,22.325122961463006,2.165905099087321e-05,1.0,0.0,0.375
18,4,oracle_edge_current,1.6550661466827505e-06,1.1654602822241869e-07,19.317616335790415,2.477772560053125e-05,1.0,0.0,0.375
18,4,learned_gate,1.6550661466827505e-06,1.1654602822241869e-07,19.317616335790415,2.477772560053125e-05,1.0,0.0,0.375
19,6,distance,1.0821729183968394e-06,6.151812833514116e-08,33.66927846664647,8.56274838557713e-06,1.0,0.0,0.38888888888888884
19,6,magnitude,1.00593648878506e-06,5.3042594836645885e-08,30.993688734812263,7.677587402673151e-06,1.0,0.0,0.38888888888888884
19,6,fisher_proxy,7.051654120842956e-07,6.383397583990346e-08,28.96855147768727,7.158317798027407e-06,1.0,0.0,0.38888888888888884
19,6,oracle_edge_current,7.81059077937495e-07,5.4613006073610766e-08,27.866668119772275,6.739256791002069e-06,1.0,0.0,0.38888888888888884
19,6,learned_gate,7.81059077937495e-07,5.4613006073610766e-08,27.866668119772275,6.739256791002069e-06,1.0,0.0,0.38888888888888884
20,8,distance,2.468132394819559e-06,1.4643741086167156e-07,32.163248506740835,1.6892592561798095e-05,1.0,0.0,0.40625
20,8,magnitude,2.5765609909883525e-06,1.2647170816081603e-07,31.725308196931717,1.4731366581591729e-05,1.0,0.0,0.40625
20,8,fisher_proxy,1.4695677533163587e-06,1.5112460536775782e-07,27.076928918968918,1.1838290840375523e-05,1.0,0.0,0.40625
20,8,oracle_edge_current,1.448773892472055e-06,1.2926137690787468e-07,24.952658086148965,1.0559024497865427e-05,1.0,0.0,0.40625
20,8,learned_gate,1.448773892472055e-06,1.2926137690787468e-07,24.952658086148965,1.0559024497865427e-05,1.0,0.0,0.40625
21,4,distance,4.5522487533161215e-06,1.6538513198271563e-07,45.234641585587795,4.4961940113622216e-05,1.0,0.0,0.375
21,4,magnitude,3.368077821903903e-06,1.7395397538136034e-07,36.892143980849134,4.6303793558602965e-05,1.0,0.0,0.375
21,4,fisher_proxy,2.4445971260498206e-06,1.6087461210259315e-07,32.70720093733591,2.8546703574152346e-05,1.0,0.0,0.375
21,4,oracle_edge_current,2.4445971260498206e-06,1.6087461210259315e-07,32.70720093733591,2.8546703574152346e-05,1.0,0.0,0.375
21,4,learned_gate,2.4445971260498206e-06,1.6087461210259315e-07,32.70720093733591,2.8546703574152346e-05,1.0,0.0,0.375
22,6,distance,2.7255637266419368e-06,1.6582363047250685e-07,44.53107629260499,2.4223667338653347e-05,1.0,0.0,0.38888888888888884
22,6,magnitude,2.6753674914076903e-06,1.24385804298688e-07,39.27493886284291,2.1198921539307116e-05,1.0,0.0,0.38888888888888884
22,6,fisher_proxy,1.9647692844243734e-06,1.7289536869120694e-07,39.694860358129176,2.1616092303340773e-05,1.0,0.0,0.38888888888888884
22,6,oracle_edge_current,1.7963190595949215e-06,1.2827230645872416e-07,33.70968982751846,1.5242242846362778e-05,1.0,0.0,0.38888888888888884
22,6,learned_gate,1.7963190595949215e-06,1.2827230645872416e-07,33.70968982751846,1.5242242846362778e-05,1.0,0.0,0.38888888888888884
23,8,distance,1.7318750447035496e-06,1.0881790855943585e-07,33.65192571158154,1.1378520383036062e-05,1.0,0.0,0.40625
23,8,magnitude,1.5583531579999495e-06,9.682118962987396e-08,31.21272283078584,9.935371338440358e-06,1.0,0.0,0.40625
23,8,fisher_proxy,1.0239476620238496e-06,1.0402076899425655e-07,26.857968692503924,8.09215527161706e-06,1.0,0.0,0.40625
23,8,oracle_edge_current,1.0359407103104994e-06,9.716753791194373e-08,26.53289950172869,7.57763961357491e-06,1.0,0.0,0.40625
23,8,learned_gate,1.0359407103104994e-06,9.716753791194373e-08,26.53289950172869,7.57763961357491e-06,1.0,0.0,0.40625
24,4,distance,1.6567536647196326e-06,5.4666778622454256e-08,44.54002284437596,1.5033865627962037e-05,1.0,0.0,0.375
24,4,magnitude,1.4242357976470184e-06,4.21370934442827e-08,38.56447590631199,1.0000988874151973e-05,1.0,0.0,0.375
24,4,fisher_proxy,9.026852146462131e-07,5.3749438236666836e-08,32.419733919349525,9.773156760937833e-06,1.0,0.0,0.375
24,4,oracle_edge_current,8.711333007264491e-07,6.284510333154587e-08,32.104725067309964,1.3441759567259932e-05,1.0,0.0,0.375
24,4,learned_gate,8.711333007264491e-07,6.284510333154587e-08,32.104725067309964,1.3441759567259932e-05,1.0,0.0,0.375
25,6,distance,1.4460424078718605e-06,8.166847118931892e-08,32.274640228758074,1.1483277453737828e-05,1.0,0.0,0.38888888888888884
25,6,magnitude,1.5921180878036844e-06,7.41961910164774e-08,32.87159646142408,1.2916731299714432e-05,1.0,0.0,0.38888888888888884
25,6,fisher_proxy,9.769274192264707e-07,9.295301744782656e-08,29.84307491688411,1.0254253630262328e-05,1.0,0.0,0.38888888888888884
25,6,oracle_edge_current,1.0283999342467394e-06,7.446396404775494e-08,27.233764461145206,9.020165794584257e-06,1.0,0.0,0.38888888888888884
25,6,learned_gate,1.0283999342467394e-06,7.446396404775494e-08,27.233764461145206,9.020165794584257e-06,1.0,0.0,0.38888888888888884
26,8,distance,1.8632725206720972e-06,1.1006110008710769e-07,31.41553206058306,1.0899022873747084e-05,1.0,0.0,0.40625
26,8,magnitude,1.9623959020615096e-06,1.1298998263546512e-07,32.33029544949076,1.1809885908480203e-05,1.0,0.0,0.40625
26,8,fisher_proxy,1.215182407099738e-06,1.2820364082754515e-07,29.263404534422833,9.018795225755023e-06,1.0,0.0,0.40625
26,8,oracle_edge_current,1.268130932605832e-06,1.0418106057813566e-07,26.72256340454463,8.849689197404924e-06,1.0,0.0,0.40625
26,8,learned_gate,1.2838104122242047e-06,1.0620686353974778e-07,26.82147593919892,9.029945233082508e-06,1.0,0.0,0.40625
27,4,distance,1.946729625945896e-06,8.298205156977979e-08,32.81679440776191,2.276017431861634e-05,1.0,0.0,0.375
27,4,magnitude,1.5204121095457879e-06,6.10527849264832e-08,26.62183875654317,1.4204443247474049e-05,1.0,0.0,0.375
27,4,fisher_proxy,8.809327336508262e-07,7.898791191654283e-08,23.2269934932854,1.2588454221749193e-05,1.0,0.0,0.375
27,4,oracle_edge_current,8.809327336508262e-07,7.898791191654283e-08,23.2269934932854,1.2588454221749193e-05,1.0,0.0,0.375
27,4,learned_gate,8.809327336508262e-07,7.898791191654283e-08,23.2269934932854,1.2588454221749193e-05,1.0,0.0,0.375
28,6,distance,1.8041638859193446e-06,1.1724484465455191e-07,26.714551307731522,1.5416034118118662e-05,1.0,0.0,0.38888888888888884
28,6,magnitude,2.0110370069723973e-06,1.234183411870692e-07,27.96923169142537,1.7426204395206075e-05,1.0,0.0,0.38888888888888884
28,6,fisher_proxy,1.2966785803277444e-06,1.4366179431002274e-07,27.57486588642649,1.443410023370338e-05,1.0,0.0,0.38888888888888884
28,6,oracle_edge_current,1.2958991527244982e-06,1.1080987628494021e-07,23.74125986979825,1.2332819247441096e-05,1.0,0.0,0.38888888888888884
28,6,learned_gate,1.4538202109178055e-06,1.1224192392646123e-07,23.981210370824595,1.4537894963511906e-05,1.0,0.0,0.38888888888888884
29,8,distance,2.936833130312682e-06,1.736490678577169e-07,38.299200183606274,1.8962287066160403e-05,1.0,0.0,0.40625
29,8,magnitude,3.331921415802736e-06,1.738921665173515e-07,40.6930279282419,2.2243667264678224e-05,1.0,0.0,0.40625
29,8,fisher_proxy,1.8892485506817717e-06,1.8235352485558394e-07,32.93268529481259,1.4741353897000922e-05,1.0,0.0,0.40625
29,8,oracle_edge_current,1.958003852285846e-06,1.6421821771831236e-07,31.872463140105356,1.3788115423843439e-05,1.0,0.0,0.40625
29,8,learned_gate,1.958003852285846e-06,1.6421821771831236e-07,31.872463140105356,1.3788115423843439e-05,1.0,0.0,0.40625
30,4,distance,2.8041449167801392e-06,1.077393070141873e-07,38.4417964675909,2.8968399185033184e-05,1.0,0.0,0.375
30,4,magnitude,2.8041449167801392e-06,1.077393070141873e-07,38.4417964675909,2.8968399185033184e-05,1.0,0.0,0.375
30,4,fisher_proxy,1.4311702310630727e-06,1.0931325992580502e-07,28.390263838844437,1.832806196012179e-05,1.0,0.0,0.375
30,4,oracle_edge_current,1.4311702310630727e-06,1.0931325992580502e-07,28.390263838844437,1.832806196012179e-05,1.0,0.0,0.375
