node,P1,P2,P3,P4,S1,S2,S3,S4
P1,8.803251966588573e-08,7.061884410655690e-08,5.729041566929752e-08,4.775454892339716e-08,5.490040502709402e-08,5.075586461590249e-08,4.492716888229447e-08,3.894687545587024e-08
P2,7.061884410655690e-08,8.920321866838068e-08,7.118894210067119e-08,5.729026503503151e-08,5.567217516878052e-08,5.568389943601265e-08,5.101772884061454e-08,4.466983964603926e-08
P3,5.729041566929752e-08,7.118894210067119e-08,8.920313427860141e-08,7.061857288630721e-08,5.152720045281378e-08,5.590884382545088e-08,5.540166783424863e-08,5.021513642903833e-08
P4,4.775454892339716e-08,5.729026503503151e-08,7.061857288630721e-08,8.802827290525458e-08,4.545053417239149e-08,5.121996059968529e-08,5.507991346270835e-08,5.404574539936580e-08
S1,5.490040502709402e-08,5.567217516878052e-08,5.152720045281378e-08,4.545053417239149e-08,8.183945467589824e-08,6.233223412884773e-08,4.951979151496593e-08,4.140782309648452e-08
S2,5.075586461590249e-08,5.568389943601265e-08,5.590884382545088e-08,5.121996059968529e-08,6.233223412884773e-08,8.232817312535520e-08,6.228901171958115e-08,4.897735681394463e-08
S3,4.492716888229447e-08,5.101772884061454e-08,5.540166783424863e-08,5.507991346270835e-08,4.951979151496593e-08,6.228901171958115e-08,8.178489091000946e-08,6.124317992020343e-08
S4,3.894687545587024e-08,4.466983964603926e-08,5.021513642903833e-08,5.404574539936580e-08,4.140782309648452e-08,4.897735681394463e-08,6.124317992020343e-08,8.019488351926157e-08
