section,Cps1,Cps2,Cps3,Cps4
1,0.9999999999999996,0.3078803416635936,0.2707613592403917,0.28826567700492806
2,0.3078803416635936,1.0000000000000002,0.9953020096173874,0.991857332376465
3,0.2707613592403917,0.9953020096173874,1.0000000000000002,0.9955289047682074
4,0.28826567700492806,0.991857332376465,0.9955289047682074,0.9999999999999998
