noise_pct,fault_change_pct,fault_section,repeat,predicted_section,full_location_correct,predicted_group,true_group,group_location_correct,full_true_section_amplitude_error_pct,group_true_amplitude_error_pct,delta_cps1_pct,delta_cps2_pct,delta_cps3_pct,delta_cps4_pct
0.05,5.0,1,120,1,1,1,1,1,2.1305889994549343,2.8311299488220607,4.890907335296984,-0.12651854733657208,-0.039013186154299016,0.30067885853646686
0.05,5.0,1,121,1,1,1,1,1,5.8760379461278065,5.504524415904507,5.301459423694505,0.3237244258901594,0.19572744724272634,-0.9561758446473405
0.05,5.0,1,122,1,1,1,1,1,4.395683365806161,3.512785157296243,5.225431068925636,0.08494475390998536,0.13105258239272627,-0.3266548380260584
0.05,5.0,1,123,1,1,1,1,1,1.7663097926651616,1.2939650903016167,5.090526473592261,0.015819541672656742,0.013683810518988615,-0.05764747170752619
0.05,5.0,1,124,1,1,1,1,1,5.666714530998448,9.01031118077102,4.710097017573534,-0.46302686408515303,0.16010498569370826,0.2466239065244003
0.05,5.0,1,125,1,1,1,1,1,3.1963099906336705,4.493423291807585,4.836381699655201,-0.020132613194023614,0.12390554037815939,-0.29513623813360773
0.05,5.0,1,126,1,1,1,1,1,13.140044953708006,7.375208385683329,5.675322648408695,-0.5767752847675514,0.4671723563631976,-0.22384295382364053
0.05,5.0,1,127,1,1,1,1,1,3.319693092189197,3.073150627544339,5.1702045911005845,0.265440005685514,0.13907715818397046,-0.7392936045958175
0.05,5.0,1,128,1,1,1,1,1,2.515870471323501,1.257533088893052,5.1289663567272905,-0.0997973292379737,0.06387973885280723,0.0034650938387874404
0.05,5.0,1,129,1,1,1,1,1,10.725156955500161,9.657826890115546,4.4519887959135644,0.2879749592149621,-0.044291697063751155,-0.3002974298001455
0.05,5.0,1,130,1,1,1,1,1,1.5154262988117095,1.0527016269155955,5.077663500642792,-0.053868794748188856,0.30541301659561604,-0.6352205765643859
0.05,5.0,1,131,1,1,1,1,1,1.8245137361602615,4.27175028843557,5.093510855676012,0.1920619151948895,-0.34544912355840574,0.43807732439886965
0.05,5.0,1,132,1,1,1,1,1,13.408741383469968,11.39807690843026,5.689177319673648,-0.08627935963847791,0.18544697964473492,-0.31077846762904904
0.05,5.0,1,133,1,1,1,1,1,15.67683425943638,9.701804945749597,5.806198358716993,-0.6376525827894036,0.45839587889751543,-0.11810994529376032
0.05,5.0,1,134,1,1,1,1,1,3.9116414860762734,3.906535192658888,4.799798990418772,0.17975640494494663,0.046395797827994446,-0.41103034418469464
0.05,5.0,1,135,1,1,1,1,1,3.3015042425332033,4.853015055810361,4.831001168290913,0.06754224053700433,0.22349976226840187,-0.6466451318714794
0.05,5.0,1,136,1,1,1,1,1,3.9363544475934464,7.303892632002755,5.201851920404943,0.24535975067985408,-0.4581869039866475,0.6436169506943973
0.05,5.0,1,137,1,1,1,1,1,11.896087583149084,12.144979084557352,5.611204706551398,0.1992372895621567,0.008226786269172223,-0.35764660372290863
0.05,5.0,1,138,1,1,1,1,1,12.303195573867923,8.75297240072727,5.632184201803884,-0.32419167979948055,0.27218912556966307,-0.2278150551232614
0.05,5.0,1,139,1,1,1,1,1,2.801271491007206,2.5226219226453326,5.143606334988474,0.041058910662377573,0.00157088828551848,-0.022116101143587977
0.05,5.0,1,140,1,1,1,1,1,1.4471818696160248,0.31246442797474316,5.074164833212504,-0.1971199517525489,-0.020902849943802537,0.32682763938220766
