case,n,method,scenario,budget,port_error_pct,node_voltage_error_pct,branch_current_error_pct,displacement_current_error_pct,solve_ms,c_keep,m_keep
2,8,distance,M_only,0.9,98.24671811781396,2.2502720338098725,98.2466582018714,2.6647379625574086,7.596200000989484,1.0,0.9
2,8,distance,joint,0.9,98.24671758673732,2.250271862558515,98.24665820188925,5.438777113832839,7.432600000356615,0.90625,0.9
2,8,distance,C_only,0.95,1.3092088654384954e-06,5.0230324346035e-07,8.157821850407497e-08,2.3142413516761167,7.329199999730918,0.953125,1.0
2,8,distance,M_only,0.95,97.94309330383254,2.4928449236886188,97.96909956577957,2.5608856575212857,11.97980000051757,1.0,0.95
2,8,distance,joint,0.95,97.94309298149611,2.492844634543402,97.9690995651111,3.4512635170389885,9.612400000150956,0.953125,0.95
2,8,distance,C_only,1.0,0.0,0.0,0.0,0.0,16.102200000204903,1.0,1.0
2,8,distance,M_only,1.0,0.0,0.0,0.0,0.0,16.679200000908168,1.0,1.0
2,8,distance,joint,1.0,0.0,0.0,0.0,0.0,14.625050000176998,1.0,1.0
2,8,magnitude,C_only,0.4,4.1910611736035244e-05,4.9715480806801925e-05,7.059990968502627e-06,33.5021814120536,11.13829999940208,0.40625,1.0
2,8,magnitude,M_only,0.4,98.14310837511249,13.585351255121061,98.74023053929265,11.291469333473096,7.973249999849941,1.0,0.4
2,8,magnitude,joint,0.4,98.14310519237911,13.585351798956802,98.74022841004987,35.065347456218326,8.219049999752315,0.40625,0.4
2,8,magnitude,C_only,0.6,2.1301020010075382e-05,2.296201097316653e-05,3.336690498651724e-06,20.284678797212518,7.783500000186905,0.59375,1.0
2,8,magnitude,M_only,0.6,97.86711277628697,18.96906692722138,98.1907830377427,12.640468398307082,8.696999999301624,1.0,0.6
2,8,magnitude,joint,0.6,97.8671117345319,18.969064432038685,98.19078208952234,23.656441277008827,14.828500000476197,0.59375,0.6
2,8,magnitude,C_only,0.8,7.324297069300117e-06,5.92403141606344e-06,9.963554132296366e-07,9.981289549312198,7.846550000067509,0.796875,1.0
2,8,magnitude,M_only,0.8,11.51249008690217,85.49690606016297,9.148259368455298,67.33335759823302,7.779999999911524,1.0,0.8
2,8,magnitude,joint,0.8,11.512493477503345,85.4969026005151,9.148261374708573,67.87262551001868,11.61709999996674,0.796875,0.8
2,8,magnitude,C_only,0.9,2.5785591007666873e-06,1.0288506166843232e-06,2.7479000317994574e-07,4.742239944973336,8.01210000008723,0.90625,1.0
2,8,magnitude,M_only,0.9,79.94193633197378,30.845149123684052,80.1058631983378,23.46694531317582,7.929150000563823,1.0,0.9
2,8,magnitude,joint,0.9,79.9419358319172,30.845148811433283,80.10586308785054,23.935114119509862,16.765899999882095,0.90625,0.9
2,8,magnitude,C_only,0.95,1.1185500846229747e-06,5.599076322451996e-07,1.6875326786398114e-07,3.3946117507191986,14.431300000069314,0.953125,1.0
2,8,magnitude,M_only,0.95,84.14474162680922,18.448268065612254,84.19761696446616,13.710452506660644,11.483849999422091,1.0,0.95
2,8,magnitude,joint,0.95,84.14474146053773,18.448267982962037,84.1976169386119,14.123747483451055,12.785399999302172,0.953125,0.95
2,8,magnitude,C_only,1.0,0.0,0.0,0.0,0.0,10.11079999989306,1.0,1.0
2,8,magnitude,M_only,1.0,0.0,0.0,0.0,0.0,15.464300000530784,1.0,1.0
2,8,magnitude,joint,1.0,0.0,0.0,0.0,0.0,13.374449999901117,1.0,1.0
2,8,physics_proxy,C_only,0.4,3.307872610642058e-05,4.510600383909343e-05,5.858188375342727e-06,27.114520165196936,16.57199999954173,0.40625,1.0
2,8,physics_proxy,M_only,0.4,96.89656513545226,11.438068954636003,97.93205156425236,11.24665361082608,9.86794999880658,1.0,0.4
2,8,physics_proxy,joint,0.4,96.89655286617166,11.438071720089482,97.93205239991548,28.935204976992342,7.807449999745586,0.40625,0.4
2,8,physics_proxy,C_only,0.6,1.793986283538288e-05,2.0850465676181283e-05,2.695708498661114e-06,16.35226807174016,7.785100000546663,0.59375,1.0
2,8,physics_proxy,M_only,0.6,96.72436279662718,21.3090517147042,97.23483939892658,19.100305619823896,7.403300000078161,1.0,0.6
2,8,physics_proxy,joint,0.6,96.72435230751564,21.30905379927989,97.23483970756936,24.51935549176076,12.088250000488188,0.59375,0.6
2,8,physics_proxy,C_only,0.8,8.809408167842595e-06,6.028520948055095e-06,7.555869645588641e-07,6.646132740481146,10.882100000344508,0.796875,1.0
2,8,physics_proxy,M_only,0.8,50.41842025018769,121.98475883948139,46.13779327631225,101.10798707261277,12.1155999995608,1.0,0.8
2,8,physics_proxy,joint,0.8,50.41844088779139,121.98475534220651,46.137799369264734,99.67479924720925,11.63910000013857,0.796875,0.8
2,8,physics_proxy,C_only,0.9,3.823891383043819e-06,1.7305557976131062e-06,2.3736900007990013e-07,2.584768166989361,15.480799999750161,0.90625,1.0
2,8,physics_proxy,M_only,0.9,79.94193633197378,30.845149123684052,80.1058631983378,23.46694531317582,11.031300000468036,1.0,0.9
2,8,physics_proxy,joint,0.9,79.94193580393271,30.845149118453634,80.10586308474717,23.53152595248902,7.45565000033821,0.90625,0.9
2,8,physics_proxy,C_only,0.95,1.5955176805778548e-06,4.947279035351588e-07,8.82705945818311e-08,1.3106966686381953,7.659799999601091,0.953125,1.0
2,8,physics_proxy,M_only,0.95,79.91996831784634,23.31823975495467,79.98016292341646,16.97271713969792,7.445349999215978,1.0,0.95
2,8,physics_proxy,joint,0.95,79.91996799659705,23.31823975163794,79.9801629163541,17.016609682341265,8.616099999926519,0.953125,0.95
2,8,physics_proxy,C_only,1.0,0.0,0.0,0.0,0.0,11.602000000493717,1.0,1.0
2,8,physics_proxy,M_only,1.0,0.0,0.0,0.0,0.0,11.393199999474746,1.0,1.0
2,8,physics_proxy,joint,1.0,0.0,0.0,0.0,0.0,12.579150000419759,1.0,1.0
2,8,learned_gate,C_only,0.4,3.643239756771873e-05,4.8329948347426275e-05,6.171526053503963e-06,28.297599649327033,8.959000000686501,0.40625,1.0
