scenario,added_cps_pf,repeat,true_cps_pf,model_only_3p_cps_pf,model_only_3p_ls_uh,model_only_3p_rs_ohm,reconstructed_2p_cps_pf,reconstructed_2p_ls_uh,reconstructed_2p_cost_rms,reconstructed_3p_cps_pf,reconstructed_3p_ls_uh,reconstructed_3p_rs_ohm,reconstructed_3p_cost_rms,log_residual_3p,valid_frequency_count,median_excitation_condition,median_sigma_ratio
matched_control,5.0,0,33.36,33.35999999999999,96.00000000000003,0.09500000000000001,33.36759342681707,95.99886228178197,0.00010356158150327353,33.367593429105476,95.99886228169876,0.09498632565037818,0.00010356158144294248,0.00022759487486451123,2805,2.375635524467833,0.6487988845260179
matched_control,5.0,1,33.36,33.35999999999999,96.00000000000003,0.09500000000000001,33.38372298359632,95.99992374621498,8.353833067470966e-05,33.38372298316472,95.99992374636555,0.09503447592929595,8.353833019935007e-05,0.0007108678720156783,2805,2.3764422447354354,0.6486887527444765
matched_control,5.0,2,33.36,33.35999999999999,96.00000000000003,0.09500000000000001,33.35558428724165,95.99849905143509,8.34029227652708e-05,33.35558431332045,95.99849905020251,0.09476896754308475,8.340290137591213e-05,-0.00013237346960091892,2804,2.3737369584088985,0.6490583934972187
matched_control,5.0,3,33.36,33.35999999999999,96.00000000000003,0.09500000000000001,33.33214668355659,95.99938401852827,8.415599995519166e-05,33.332146681710306,95.99938401859,0.09502254526210621,8.415599975366803e-05,-0.0008352803529342269,2806,2.3736739010446732,0.6490670909767937
matched_control,5.0,4,33.36,33.35999999999999,96.00000000000003,0.09500000000000001,33.35619442374593,95.99886049509458,9.078698329585976e-05,33.356194544120356,95.99886049321944,0.09428878610660701,9.078679709499829e-05,-0.00011407892520767199,2804,2.3741804636680124,0.6489976695331454
matched_control,10.0,0,38.36,38.36000000000001,96.00000000000003,0.09500000000000001,38.35496713625612,95.99967203902484,9.83303818848722e-05,38.35496713891531,95.99967203896652,0.0948944688006557,9.83303780912523e-05,-0.00013120936577575175,2806,2.3761239235546245,0.648732209787741
matched_control,10.0,1,38.36,38.36000000000001,96.00000000000003,0.09500000000000001,38.371138622040384,95.99841878306232,9.802037964457053e-05,38.371138627196075,95.99841878324496,0.09509314238327247,9.802037668605289e-05,0.00029032873677095714,2803,2.3765434757638255,0.6486749368539784
matched_control,10.0,2,38.36,38.36000000000001,96.00000000000003,0.09500000000000001,38.38427633434043,95.99977467398216,0.00011113264671787468,38.384276324787685,95.9997746741428,0.09518262865171973,0.000111132636700213,0.0006326550137673203,2807,2.380565927981256,0.6481266707755835
matched_control,10.0,3,38.36,38.36000000000001,96.00000000000003,0.09500000000000001,38.354616790186746,95.99952641074675,8.857078405580113e-05,38.35461678670891,95.99952641084906,0.09505369988922774,8.857078296857585e-05,-0.00014034387514149545,2805,2.3756114685858476,0.648802169446573
matched_control,10.0,4,38.36,38.36000000000001,96.00000000000003,0.09500000000000001,38.34192387010613,95.99962379810997,0.00010281450827138538,38.34192386640264,95.999623798038,0.09504890856724703,0.00010281450749364369,-0.00047133456426689087,2803,2.379976378734628,0.6482069402551355
matched_control,20.0,0,48.36,48.35999999999994,96.00000000000003,0.09500000000000001,48.35952372177052,95.99890401910261,9.061324230630094e-05,48.35952372331198,95.99890401894403,0.09495499878743843,9.0613241559717e-05,-9.848615247244664e-06,2806,2.378104097112991,0.6484622920275154
matched_control,20.0,1,48.36,48.35999999999994,96.00000000000003,0.09500000000000001,48.2875640481721,96.00074821786355,9.577401020919975e-05,48.28756404780086,96.00074821796774,0.09503696688123385,9.577400973210411e-05,-0.0014989713703788513,2804,2.372664928297633,0.6492050523453727
