strategy,K,meanCost,biasPct_Lsigma,stdPct_Lsigma,rmsePct_Lsigma,biasPct_Cps,stdPct_Cps,rmsePct_Cps,biasPct_Cg,stdPct_Cg,rmsePct_Cg,biasPct_Rac,stdPct_Rac,rmsePct_Rac,biasPct_Gg,stdPct_Gg,rmsePct_Gg,meanRmsePct
eopt_nominal,40,58.6083054127036,-0.0246972872485169,0.144158175261059,0.144214340749811,0.024614133235173,0.88935792017715,0.876906254813791,0.0403575979165561,0.458886680185173,0.454080648858843,-0.028567667536141,0.278205456306917,0.275686430996206,102.824303719949,215.250261245501,235.757760611241,47.501729657332
eopt_prior_avg,40,60.0046538387433,-0.00388126416053392,0.0720290335735049,0.0710986084730335,0.017412353166958,0.773065604147251,0.762140710934428,0.00114369479131106,0.523729646426393,0.516194842169484,0.0125520436892473,0.0856692181804866,0.0853643771657684,110.223288063215,238.646513641601,259.757824091882,52.238524526125
full_260_freq,260,385.179903757362,0.00211562299115344,0.0203521955559415,0.0201705998895366,-0.0133942676191451,0.622820128082017,0.614004332936695,-0.00356083816228949,0.400206061483398,0.39446347290351,-0.00502390838320995,0.0264045158239295,0.0265050590540048,121.052577438567,236.061213592124,262.271773481857,52.6653833893281
log_uniform,40,58.6938614100947,-0.00383552511270257,0.0696276339939482,0.0687328463756372,0.122248968109527,1.20933062479546,1.19818204435425,-0.0719689228486895,0.827051732660755,0.818321954347752,0.0112535873966218,0.0616280738024912,0.0617749776818713,91.3693240149063,290.57106563304,300.61198865025,60.5518000946019
