method,f1_Hz,fu_Hz,fzero_Hz,errPct_f1,errPct_fu,errPct_fzero,Cp_pF,Cs_pF,Cps_pF,errPct_Cp,errPct_Cs,errPct_Cps
paper_TC_reference,8500,1040000,6100000,0,0,0,5.31,215.59,28.36,0,0,0
single_steep_pulse,8614.51769168375,1040748.77442961,3003642.0669597,1.34726696098531,0.0719975413082508,-50.7599661154148,533.290157555853,126.614291110318,116.985669627504,9943.12914417802,-41.2707959041152,312.502361168914
random_prbs_edges,22119.2771781757,1040748.77442961,6491353.33608189,160.226790331479,0.0719975413082508,6.41562846035881,-3174.413022967,218.55279882745,25.047161910372,-59881.7895097363,1.37427470079782,-11.6813754923412
targeted_binary_pwm,8198.25675213763,1040748.77442961,6092606.79932295,-3.54992056308665,0.0719975413082508,-0.121200011099231,289.525991865074,215.16695845289,28.4330022849319,5352.4668901144,-0.196225032288081,0.257412852369242
swept_binary_pwm,8563.47103332557,1040748.77442961,5388398.54484219,0.746718039124351,0.0719975413082508,-11.6655976255379,12.033834910044,207.249526671113,36.3504340667092,126.625892844519,-3.86867356040966,28.1750143395953
