strategy,K,meanFitRelErrPct,stdFitRelErrPct,meanEff_Lsigma,stdPct_Lsigma,shiftPct_Lsigma,meanEff_Cps,stdPct_Cps,shiftPct_Cps,meanEff_Cg,stdPct_Cg,shiftPct_Cg,meanEff_Rac,stdPct_Rac,shiftPct_Rac
random_40,40,3.63037910939971,0.0173639247548168,2.09373947038792e-06,0.0712531912108222,4.68697351939591,1.12167806584481e-10,3.05047123542868,40.2097582306015,1.43878599050633e-10,2.07628671467373,19.8988325421945,0.0995111830385775,0.055740615898456,-50.2444084807113
band_robust_eopt_40,40,4.97647329517649,0.0232807737113124,2.09154784671249e-06,0.0565365238184506,4.57739233562435,9.67089367446675e-11,0.466412993099051,20.8861709308343,9.7710233415248e-11,0.593951979058606,-18.5748054872933,0.0995790885659663,0.0729895101980595,-50.2104557170168
uniform_40,40,5.48090051656917,0.0181764063906043,2.09194673496933e-06,0.0778357262636612,4.59733674846662,9.63113822554546e-11,0.545250967575315,20.3892278193182,1.00311309770797e-10,0.377026966170298,-16.4072418576694,0.0991093016841263,0.0578324084374824,-50.4453491579368
full_260,260,6.78153706643954,0.00660042564592355,2.09204836003101e-06,0.0270872843389814,4.60241800155034,9.91821900779597e-11,0.736178476417076,23.9777375974497,9.95284406219665e-11,0.576561233927503,-17.0596328150279,0.0991707927323403,0.0245589498131921,-50.4146036338299
prior_avg_eopt_40,40,7.26399484553422,0.0127832070694696,2.08262663223358e-06,0.0519949242599331,4.13133161167922,9.92984607409179e-11,0.850488095444628,24.1230759261473,9.81801378695274e-11,0.582991016004233,-18.1832184420605,0.105120836291403,0.133964854101154,-47.4395818542983
nominal_eopt_40,40,29.0408663637761,0.0243705231874548,2.09682104573863e-06,0.050498323547099,4.84105228693132,9.80863791081278e-11,0.645042556874236,22.6079738851597,9.92507097415901e-11,0.549612760941926,-17.2910752153416,0.11683916074658,0.584064373706092,-41.5804196267099
robust_worst_eopt_40,40,29.1816875199278,0.0295750001832162,2.0985170939872e-06,0.0610664010866132,4.92585469935975,9.80531446831617e-11,0.594875294252787,22.5664308539521,9.92235896649204e-11,0.450701479984941,-17.313675279233,0.108315283346091,0.480628961223455,-45.8423583269545
