caseName,tr_ns,fs_kHz,duty,lambdaMinNominal,condNominal,detNominal,lambdaMinPriorAvg,condPriorAvg,meanCost,biasPct_Lsigma,stdPct_Lsigma,rmsePct_Lsigma,biasPct_Cp,stdPct_Cp,rmsePct_Cp,biasPct_Rac,stdPct_Rac,rmsePct_Rac,meanRmsePct
good_tr100ns_fs500k_D03,100,500,0.3,3.40982317371186,18673331.4574612,3.00806761191261e+15,3.57952589237136,18447158.731783,216.094842624414,0.00336527696882239,0.0383616119822366,0.038269350621994,-0.00368163121232961,0.0376273011041407,0.03757220414629,0.00292672341130566,0.0450072068560303,0.0448206846282552,0.0402207464655131
best_tr50ns_fs500k_D03,50,500,0.3,3.55156281964005,17928119.0026797,3.13323458428618e+15,4.02443352962568,17170014.8389681,219.020377068659,0.00749318836558158,0.0367374513078543,0.0372681861159299,-0.00765612077002729,0.0408764161816846,0.0413353549350347,-0.00364887289097254,0.0422075218977628,0.0421013152029153,0.0402349520846266
mid_tr50ns_fs100k_D05,50,100,0.5,2.65073366676855,23921985.5283176,2.16953900426749e+15,2.9549519772975,21881646.6172093,216.756737953361,0.00287986786011143,0.0488991782578822,0.0486778610125706,-0.00426971925213924,0.0514718454939648,0.051327034738671,0.00299120774216021,0.0449837869550177,0.0448017203794788,0.0482688720435734
weak_tr500ns_fs50k_D07,500,50,0.7,2.63301042535004,23487736.3026173,1.6503961043652e+15,2.97790056366379,21067579.7220053,217.392073756379,-0.00516613897361054,0.0721784436345527,0.0719117175488956,0.00490808288927904,0.0745492603971902,0.0742442698165589,-0.00379108407663267,0.0396591837445693,0.0395924555701024,0.0619161476451857
