method,Cp_pF,Cs_pF,Cps_pF,errPct_Cp_vs_paper,errPct_Cs_vs_paper,errPct_Cps_vs_paper
paper_IC_table,6.37,215.43,28.52,0,0,0
fit_IC_features,7.90097999459465,215.87576909368,28.8111813978689,24.0342228350808,0.20692062093502,1.02097264329912
paper_TC_table,5.31,215.59,28.36,0,0,0
fit_TC_features,8.00002152771574,216.32051613003,28.3653579317176,50.6595391283568,0.338845090231527,0.0188925660000281
formula_IC_features,6.3736894569483,215.434333680212,28.5165252959228,0.0579192613547853,0.00201164193124158,-0.0121833943799764
formula_TC_features,5.30686951852946,215.586736528558,28.3641224475773,-0.0589544533057552,-0.00151373971056314,0.0145361339115216
