added_cps_pf,cps_true_pf,cps_est_pf,cps_est_std_pf,cps_error_pct,fzero_true_hz,fzero_est_hz,fzero_error_pct,icm_peak_true_a_at_8kv_us,icm_peak_est_a_at_8kv_us,icm_peak_true_a_at_16kv_us,icm_peak_est_a_at_16kv_us,icm_peak_true_a_at_24kv_us,icm_peak_est_a_at_24kv_us,icm_error_pct
0.0,28.36,28.209701214559686,0.14817592392805987,-0.5299675086047765,6100443.33597391,6116673.057508371,0.26604167337732965,0.22688,0.2256776097164775,0.45376,0.451355219432955,0.68064,0.6770328291494324,-0.5299675086047765
2.5,30.859999999999996,30.69421231413998,0.04854124789991144,-0.537225164808875,5848123.695185626,5863896.069666239,0.26969974136487335,0.24688,0.24555369851311984,0.49376,0.4911073970262397,0.74064,0.7366610955393594,-0.537225164808875
5.0,33.36,33.400510023913206,0.013127486123008675,0.1214329253992842,5624727.534766308,5621315.506350876,-0.06066122126525299,0.26688,0.26720408019130565,0.53376,0.5344081603826113,0.80064,0.8016122405739169,0.1214329253992842
10.0,38.36,38.742257516843324,0.054879291347017675,0.9965003045967855,5245358.9304784825,5219417.6401933115,-0.4945570099014109,0.30688,0.3099380601347466,0.61376,0.6198761202694932,0.9206399999999999,0.9298141804042398,0.9965003045967855
20.0,48.36,49.10755870860356,0.4103817041715622,1.5458203238287094,4671661.474471213,4635967.028201643,-0.7640632024521893,0.38688,0.39286046966882854,0.77376,0.7857209393376571,1.1606400000000001,1.1785814090064857,1.5458203238287094
